net,length_um
_1294_,1110.53
_1462_,1110.015
_2153_,1108.26
_1103_,1107.7
_0854_,1107.28
_1311_,1106.89
net273,1106.64
_1290_,1106.3
_1970_,1102.71
_0856_,1102.67
RF.registers\[10\]\[30\],1102.66
_2215_,1102.37
RF.registers\[20\]\[14\],1102.25
RF.registers\[9\]\[20\],1100.81
_0063_,1100.23
_1385_,1099.64
RF.registers\[8\]\[2\],1099.54
_1802_,1098.22
net435,1097.12
RF.registers\[15\]\[11\],1096.59
_1153_,1095.91
_0852_,1094.73
net446,1094.4
RF.registers\[21\]\[7\],1090.84
net5,1090.58
_0133_,1089.64
net475,1089.34
RF.registers\[25\]\[28\],1089.04
_1716_,1088.74
_1320_,1088.44
net444,1087.8
net528,1087.15
net459,1086.78
_0059_,1086.65
RF.registers\[7\]\[8\],1085.76
RF.registers\[25\]\[21\],1085.1
SSD.count\[18\],1084.18
_1032_,1083.9
RF.registers\[5\]\[20\],1083.81
_1351_,1083.315
net182,1083.04
_0669_,1081.36
net112,1081.24
_1272_,1080.84
_0702_,1080.64
_1778_,1080.38
RF.registers\[5\]\[22\],1079.92
RF.registers\[20\]\[0\],1079.46
net625,1078.58
ID.pc\[1\],1078.38
_0991_,1078.28
net419,1077.37
RF.registers\[10\]\[17\],1077.23
_1920_,1077.12
RF.registers\[15\]\[29\],1076.62
_0206_,1076.52
_1316_,1075.83
net214,1074.84
_0280_,1073.34
_1813_,1072.99
_1049_,1072.91
_0568_,1072.86
_2254_,1072.15
_0344_,1071.82
_1629_,1070.7
_0110_,1069.13
_0565_,1069
RF.registers\[15\]\[16\],1068.745
net631,1067.93
_1664_,1066.35
net10,1066.34
net113,1065.86
RF.registers\[5\]\[5\],1065.71
_0975_,1065.49
net486,1065.38
net605,1064.66
_0711_,1063.56
_0888_,1063.47
net442,1062.24
_2160_,1060.81
_1720_,1059.5
_0274_,1059
RF.registers\[25\]\[10\],1058
RF.registers\[6\]\[9\],1057.9
_0889_,1057.59
net607,1057.55
net353,1057.18
net13,1056.45
net298,1056.38
net570,1056.23
_0609_,1055.21
RF.registers\[8\]\[12\],1055.12
net576,1055.12
_1396_,1055.03
_0696_,1054.68
net655,1054.13
net618,1053.99
net304,1053.92
_1910_,1053.37
RF.registers\[20\]\[31\],1053.04
_1516_,1052.51
_0744_,1052.08
_0715_,1051.67
_0879_,1051.2
_2141_,1051.11
_1752_,1050.93
net441,1049.78
_1675_,1049.67
_0119_,1049.66
_1071_,1049.08
_0158_,1047.7
_1897_,1047.24
_1963_,1047.19
_2034_,1046.32
net319,1046.19
_0039_,1045.515
_1335_,1044.87
_0283_,1043.63
net501,1043.58
RF.registers\[0\]\[2\],1043.28
net466,1043.22
_0698_,1043.06
_1961_,1042.24
RF.registers\[8\]\[3\],1042.18
_1078_,1042.15
_0983_,1040.87
_1074_,1040.735
_1140_,1040.38
_0601_,1040.32
net26,1039.92
_1488_,1039.09
_0509_,1038.74
net62,1037.78
net240,1037.76
_1476_,1037.67
_2099_,1037.53
_0524_,1037.38
_2060_,1036.9
RF.registers\[0\]\[21\],1036.72
_1764_,1036.12
_1457_,1035.94
RF.registers\[21\]\[24\],1035.14
_2118_,1035.14
_0896_,1034.02
_1156_,1033.84
_1529_,1033.715
_1075_,1033.62
net103,1033.3
_1527_,1032.27
_1829_,1031.41
SSD.count\[16\],1031.3
_1914_,1030.28
_1684_,1029.72
RF.registers\[4\]\[17\],1029.71
net379,1029.32
RF.registers\[8\]\[20\],1029.15
_2294_,1029.1
net267,1028.51
_1150_,1028.49
_0012_,1027.86
RF.registers\[7\]\[20\],1026.84
RF.registers\[25\]\[19\],1026.69
net518,1026.68
_0785_,1026.47
_0707_,1026.38
_1531_,1024.68
net623,1023.66
net29,1023.5
_0251_,1021.43
net394,1021.31
_0285_,1020.96
_2268_,1019.64
_0912_,1019.57
_0679_,1018.24
net365,1017.43
_1182_,1017.22
_0640_,1016.86
net587,1016.86
_1356_,1016.66
_1306_,1016.35
_1521_,1016.01
RF.registers\[0\]\[1\],1014.22
_0952_,1013.91
_0745_,1013.24
RF.registers\[6\]\[3\],1013.1
_0847_,1012.7
_1705_,1012.62
RF.registers\[0\]\[31\],1012.34
_1478_,1010.96
_1713_,1010.64
_1857_,1010.2
_1989_,1010.12
SSD.count\[4\],1009.735
RF.registers\[7\]\[18\],1007.99
RF.registers\[25\]\[30\],1007.35
RF.registers\[8\]\[21\],1006.85
RF.registers\[5\]\[12\],1006.79
_0360_,1006.3
_0078_,1005.91
RF.registers\[21\]\[26\],1005.08
_1415_,1005.02
_0842_,1004.6
RF.registers\[21\]\[25\],1004.07
_1495_,1003.53
net569,1003.47
_1438_,1003.35
_1319_,1003.12
_0047_,1003
net325,1002.08
net156,1001
_0296_,1000.75
net634,1000.51
_1073_,999.96
RF.registers\[20\]\[10\],996.82
_1224_,995.88
RF.registers\[6\]\[4\],995.54
net500,995.54
_0814_,995.22
_0701_,995.17
_1911_,994.22
_1134_,994.01
_0867_,993.57
_0386_,993.48
net478,991.07
RF.registers\[6\]\[14\],990
RF.registers\[8\]\[28\],989.62
RF.registers\[20\]\[16\],989.42
_2242_,988.76
RF.registers\[25\]\[8\],986.99
_2192_,986.54
RF.registers\[10\]\[6\],986.19
_0142_,986.04
net241,985.5
_0185_,984.37
_0316_,982.22
RF.registers\[15\]\[3\],981.66
_1654_,981.04
_1552_,978.6
_1849_,977.75
SSD.count\[7\],976.42
net434,975.3
_1542_,974.91
_0500_,973.66
_0943_,973.42
_1850_,973.13
net567,972.78
_1672_,972.58
_1263_,972.52
_0843_,972.03
net487,971.86
net248,971.7
_0801_,971
_0278_,970.96
_0653_,970.46
_1601_,970.08
_0989_,969.9
_2021_,969.18
net218,968.94
_0471_,968.47
_1994_,968.42
_0402_,968.26
RF.registers\[15\]\[15\],968.09
_1831_,967.9
_1674_,967.42
RF.registers\[10\]\[12\],967.32
_1952_,966.19
_0413_,966.12
RF.registers\[7\]\[5\],966.04
net467,965.9
net367,965.65
_1695_,965.16
_1810_,964.84
ID.pc\[2\],964.68
_1743_,963.15
_0791_,963.02
_1676_,962.83
_1940_,962.46
_0436_,961.2
_1515_,961.16
_1394_,961.09
_1169_,960.86
net542,960.38
net653,960.17
_1985_,960.12
_2313_,959.47
_0821_,959.34
_0362_,958.46
_1680_,958.06
RF.registers\[4\]\[6\],957.55
_2091_,956.22
_1749_,956.18
net27,955.68
_1824_,954.76
_1110_,954.65
_0767_,953.82
_1322_,951.91
_0053_,951.69
_2156_,951.28
_1062_,950.7
_0092_,949.81
_1907_,949.52
net658,949.3
_1548_,947.94
_0225_,947.36
_1915_,947.02
_1880_,946.2
_0798_,945.6
_1538_,945.18
net407,944.87
net645,944.52
_1760_,944.04
_0145_,943.01
_1349_,942.75
RF.registers\[25\]\[27\],942.58
_1489_,942.37
_1199_,942.21
_1448_,942.08
net529,941.86
RF.registers\[0\]\[7\],941.84
_1048_,941.18
net209,941.08
RF.registers\[8\]\[15\],940.74
RF.registers\[9\]\[21\],940.39
_0913_,940.39
_2286_,940.04
_0355_,939.6
_0294_,938.88
_0084_,938.56
RF.registers\[10\]\[27\],938.04
_0921_,938.03
RF.registers\[6\]\[19\],937.69
_0213_,937.48
RF.registers\[8\]\[5\],937.395
_0226_,937.16
net392,936.76
net59,936.58
_1576_,936.34
_0671_,936.31
_0743_,936.24
_0172_,935.64
RF.registers\[20\]\[13\],935.14
_0175_,933.65
_1632_,933.41
net363,933.26
RF.registers\[10\]\[21\],933.13
_1841_,932.4
_0025_,932.38
_1044_,932.33
RF.registers\[6\]\[0\],932.18
_0774_,931.58
RF.registers\[21\]\[21\],931.38
SSD.count\[13\],931.24
net391,930.52
_0305_,930.34
_0861_,930.33
_1166_,930.13
_1582_,929.54
_0878_,929.5
_0737_,928.63
RF.registers\[5\]\[28\],928.13
_1132_,927.88
_0408_,926.98
_0248_,926.2
RF.registers\[6\]\[20\],926.14
RF.registers\[5\]\[15\],926.01
_1648_,924.82
net566,924.72
net662,924.7
_0742_,924.42
_0184_,923.52
RF.registers\[8\]\[1\],923.1
RF.registers\[7\]\[7\],922.94
net387,922.12
_0033_,921.27
net579,920.68
net61,919.63
SSD.count\[15\],919.34
_1265_,919.3
_1772_,919.3
_1522_,918.77
_2149_,918.31
net492,917.78
_1274_,917.72
_0198_,916.36
_1616_,916.08
_0948_,915.61
net608,915.5
_0740_,915.18
_0192_,914.73
_0483_,913.465
_0496_,913.36
_1206_,913.02
_0247_,912.81
net172,912.395
net648,912.14
_0229_,911.6
_1403_,911.58
_0600_,911.56
_1832_,911.5
_0351_,911.44
_1332_,911.305
_0346_,911.11
_1987_,910.52
_1954_,910.48
_1338_,909.54
_1797_,909.36
net117,909.13
_0336_,909.02
RF.registers\[8\]\[7\],908.19
_1481_,908.19
_0810_,907.68
_1155_,905.96
_1525_,903.64
_0058_,903.63
_0146_,903.3
_0034_,902.68
RF.registers\[9\]\[17\],901.84
net624,901.705
_1502_,901.7
_1336_,899.98
_0637_,899.76
_1270_,898.66
RF.registers\[9\]\[12\],897.96
_1833_,897.09
_0245_,896.84
_1127_,896.155
RF.registers\[8\]\[26\],895.825
net460,895.3
net644,894.51
_1085_,894.05
_1070_,894.03
_0599_,893.98
_0177_,893.82
_0677_,893.51
_2019_,893.48
_0960_,893.12
net519,892.97
RF.registers\[7\]\[0\],892.71
net155,892.37
_0204_,891.98
_1190_,891.38
_1846_,890.66
_2028_,890.28
_0242_,889.57
_1660_,889.34
_1866_,889.27
_1087_,888.64
RF.registers\[25\]\[13\],888.5
_1439_,887.88
_1506_,887.86
_0818_,887.26
_0123_,887.17
_0193_,886.59
_1052_,886.51
net554,886.22
net366,885.255
_1124_,885.18
_0709_,884.195
_0682_,883.99
_0120_,883.81
_0335_,883.36
RF.registers\[10\]\[23\],883.04
_0366_,882.83
_1470_,882.76
RF.registers\[25\]\[20\],882.34
RF.registers\[25\]\[0\],881.98
_0428_,881.44
_1309_,880.54
_1776_,880.47
net426,880.04
_0171_,879.88
_0271_,876.44
net488,876.12
_0129_,874.98
_0815_,874.84
RF.registers\[10\]\[14\],874.77
_2194_,874.55
_0574_,874.48
_0559_,874.17
_2265_,873.84
net344,873.02
_2077_,872.94
_0713_,872.42
net636,871.69
_1094_,871.48
_2066_,871.05
_1180_,870.69
_0751_,870.49
_0080_,870.14
_1606_,870.06
_0963_,869.54
RF.registers\[7\]\[19\],869.305
_1613_,868.24
_0258_,868.12
RF.registers\[15\]\[23\],867.97
_0914_,867.76
_0182_,867.21
_1681_,866.9
_1977_,866.82
net364,866.335
_0010_,866.18
_1492_,865.65
_1858_,865.41
_0353_,865.13
_0114_,864.22
_0064_,863.95
_1423_,863.8
