net,length_um
_0220_,863.44
_0848_,863.44
_1523_,862.81
net58,862.62
_0230_,862.42
_2203_,862.42
net37,861.99
_0825_,861.86
_1211_,861.64
RF.registers\[4\]\[14\],861.39
_2282_,861.3
_1454_,861.29
RF.registers\[10\]\[0\],861.13
_2052_,861.08
_1562_,860.8
RF.registers\[20\]\[11\],860.1
_1631_,859.78
_0984_,859.42
_0426_,859.07
_0784_,858.69
_1223_,858.62
_1526_,858.53
_0635_,858.17
net100,858.16
_0260_,858.12
_1442_,858.12
_0657_,858.01
_2057_,856.92
net20,856.41
_2132_,855.89
_2117_,855.72
_0579_,855.56
_1498_,855.19
_1097_,854.38
_1769_,853.74
net563,853.455
_0608_,853.37
_1406_,853.31
_2236_,853.04
_0728_,852.76
RF.registers\[6\]\[24\],852.62
_0302_,851.925
_2045_,851.28
_0920_,850.73
RF.registers\[6\]\[12\],850.1
_0616_,849.99
_0116_,849.95
_0026_,849.94
_0421_,849.12
_0179_,848.045
_0891_,847.53
_1946_,847.02
_0217_,846.86
_0122_,846.67
_1090_,846.44
net57,846.12
_0308_,846.08
_0525_,845.82
_1659_,845.58
RF.registers\[8\]\[9\],845.4
_1761_,845.36
_1500_,845.2
RF.registers\[0\]\[19\],844.8
RF.registers\[21\]\[16\],844.37
RF.registers\[9\]\[22\],843.68
net649,843.24
_1828_,843.16
_0387_,843.15
RF.registers\[7\]\[22\],843.02
net595,842.985
_1807_,842.94
_2110_,842.52
net4,842.41
_0370_,842.005
_0699_,841.83
_0901_,841.8
RF.registers\[0\]\[9\],841.5
_0678_,841.47
_0104_,841.26
net603,840.72
net158,840.38
_1100_,840.04
_1975_,839.53
_2241_,837.86
_1757_,837.48
_0636_,836.94
net654,836.795
RF.registers\[7\]\[4\],836.16
_1677_,834.67
RF.registers\[0\]\[16\],833.6
_1424_,833.12
_0196_,832.78
_1842_,832.78
_1566_,832.48
_0495_,832.2
_0718_,831.92
_1016_,831.78
_2040_,831.63
_1671_,831.52
clk,831.47
_2227_,830.9
_0162_,829.96
_2098_,829.06
_1129_,828.58
_1612_,828.49
_1149_,828.24
_0903_,827.14
RF.registers\[25\]\[14\],826.4
RF.registers\[5\]\[30\],826.31
net431,825.6
net352,825.535
RF.registers\[25\]\[24\],825.12
_1643_,825.03
_1194_,825.02
_0806_,824.98
net393,824.8
_2304_,824.46
_0602_,824.36
_1001_,823.6
_2184_,823.51
_0829_,823.28
_2016_,823.18
RF.registers\[9\]\[16\],822.82
_0281_,822.56
net613,822.46
_1327_,821.86
RF.registers\[15\]\[5\],821.8
_0350_,821.74
RF.registers\[8\]\[16\],821
RF.registers\[20\]\[19\],820.96
_0830_,820.88
RF.registers\[10\]\[2\],820.85
_1432_,820.44
RF.registers\[8\]\[24\],820.315
net562,819.98
RF.registers\[20\]\[17\],819.88
_1446_,819.67
_0840_,818.92
_0135_,818.37
_0908_,818.1
_2198_,817.04
_1666_,817
_0650_,816.18
_2067_,816.13
_0356_,816.04
_2023_,815.69
_0228_,815.6
_1544_,815.38
_2171_,815.12
_1902_,814.975
_1819_,814.67
net249,814.34
_2097_,814.3
_1759_,813.64
_0730_,812.86
_0102_,812.56
_1104_,811.52
net474,811.48
_0259_,810.38
_1932_,810.37
_2196_,810.11
RF.registers\[21\]\[2\],810.07
RF.registers\[20\]\[27\],809.65
RF.registers\[9\]\[3\],808.73
_2234_,808.64
net610,806.99
_1020_,806.7
_1941_,806.56
_2290_,806.18
_1799_,805.62
_0403_,805.56
_0886_,805.55
RF.registers\[7\]\[11\],804.65
net597,804.46
RF.registers\[0\]\[18\],804.4
_0202_,803.94
RF.registers\[20\]\[15\],803.82
SSD.count\[5\],803.44
net647,803.34
_1697_,803
_0957_,802.77
_0686_,802.64
_0973_,802.05
RF.registers\[5\]\[1\],801.96
_2299_,801.73
_1191_,801.52
_1721_,801.47
_1485_,800.46
_1410_,800.3
_0067_,800.28
_0205_,799.92
RF.registers\[20\]\[12\],799.54
net491,798.68
_2004_,798.5
_1617_,798.46
RF.registers\[8\]\[17\],798.42
SSD.sel\[0\],798.14
RF.registers\[21\]\[5\],797.83
_1054_,797.12
RF.registers\[8\]\[13\],796.31
_1779_,796.24
_1293_,795.48
net296,794.79
_2190_,794.34
_1458_,793.93
_2222_,793.92
net436,793.2
_0190_,793.14
_0057_,793.06
_1767_,792.74
_2289_,792.64
_0851_,791.54
_0277_,791.51
RF.registers\[10\]\[1\],791.4
RF.registers\[15\]\[7\],790.74
net527,790.38
_1012_,789.84
_0373_,789.41
_1141_,788.3
_0880_,788.08
RF.registers\[25\]\[11\],787.28
_0859_,786.8
_2100_,786.53
_0249_,785.99
_0598_,785.77
net480,785.62
RF.registers\[25\]\[18\],784.46
_1955_,784.32
_1198_,783.87
net424,783.32
_2207_,783.16
_0321_,782.93
_0137_,782.06
_0666_,782.04
_1830_,782.01
_0996_,781.8
_1864_,781.74
net6,780.54
_0134_,778.99
_1447_,778.38
net621,778.27
_0384_,778.02
_0693_,777.98
net377,777.93
_1111_,777.88
net577,776.94
net663,776.74
_1209_,776.6
_1965_,776.03
_1145_,775.24
net39,774.75
_1662_,774.36
_2175_,774.32
_0994_,774.21
RF.registers\[15\]\[20\],774.2
RF.registers\[15\]\[4\],774.18
_1375_,774.12
_1768_,774
_2123_,773.92
_0486_,773.6
_1890_,773.505
_0645_,772.83
_0194_,772.63
_0885_,772.16
net114,771.64
_0800_,771.44
net362,771.03
_0236_,770.76
_0161_,770.72
_1321_,770.6
net611,770.45
_2180_,770.37
_1466_,770.32
_2193_,770.31
_1072_,770.3
_1159_,770.2
_1953_,770.1
RF.registers\[6\]\[15\],768.94
net263,768.19
_0224_,768
RF.registers\[20\]\[29\],767.2
_0837_,766.81
_1981_,766.58
_1750_,765.48
_0043_,765.4
_0809_,764.88
_1856_,764.84
net297,764.24
net136,764
RF.registers\[21\]\[8\],761.94
_2135_,761.19
_1736_,760.04
_0431_,759.42
_1449_,758.81
_2176_,758.44
_0369_,758.28
_0307_,757.92
_0961_,757.275
RF.registers\[15\]\[0\],756.82
_1232_,755.87
_0855_,755.17
RF.registers\[4\]\[5\],754.84
_0727_,754.82
_2315_,754.8
_2010_,754.55
_0147_,754.46
_2157_,754.35
_0628_,753.4
RF.registers\[20\]\[20\],752.34
_0697_,751.7
_1747_,751.56
_0981_,751.165
RF.registers\[10\]\[29\],751.01
_0998_,750.92
_1901_,750.82
_2179_,750.72
_0907_,750.54
net300,750.42
_1679_,750.12
RF.registers\[9\]\[30\],749.92
_2006_,749.475
_0557_,749.27
_2102_,749.14
_1119_,749.12
_1095_,748.3
_1177_,747.94
_1519_,747.64
_0789_,747.4
_1007_,747.325
_0900_,746.54
_1371_,746.4
_0136_,745.94
_0342_,745.52
net51,745.44
net130,745.42
_1903_,744.74
_1514_,744.54
_2309_,741.935
_0095_,741.89
_2120_,741.66
_2177_,741.22
_0141_,740.76
_0279_,740.25
_0235_,739.1
_0201_,739.04
_0820_,738.8
_0411_,738.72
_1817_,738.58
_1884_,738.41
_1197_,738.28
_1751_,738.26
_1386_,738.13
_1868_,737.8
_0875_,736.7
_2049_,735.92
_0325_,735.525
_0505_,735.52
net299,735.23
_1382_,734.88
_1207_,734.36
_2139_,734.36
RF.registers\[7\]\[26\],734.14
_0348_,734.08
net643,733.62
_1964_,733.28
_1597_,733.26
RF.registers\[10\]\[3\],733.06
_2076_,732.22
_1959_,732.14
_2253_,732
_0956_,731.84
_2312_,731.07
_0238_,730.24
_0970_,729.25
_1510_,728.83
_2065_,728.66
_1513_,728.51
_2116_,727.42
_0502_,727.14
_0804_,727.04
_0254_,726.945
_2104_,726.66
net596,726.26
_1023_,725.59
_1102_,725.42
RF.registers\[20\]\[24\],725.34
net425,725
net440,724.86
_2075_,724.07
net578,723.98
_2307_,723.57
net327,723.16
_1609_,722.64
_2082_,722.46
SSD.count\[9\],722.34
_1401_,722
_0138_,721.92
_0550_,721.42
RF.registers\[9\]\[25\],720.995
net400,720.84
RF.registers\[21\]\[30\],720.63
net137,720.17
_0246_,719.88
_2061_,719.68
_2027_,719.42
_2182_,718.86
_1283_,718.58
_1871_,717.34
_1359_,716.8
_1792_,716.42
_0111_,714.74
_2148_,714.72
_1368_,714.635
_2311_,714.58
_2205_,714.46
_0061_,714.42
_0722_,714.28
_0633_,714.12
_1247_,713
_0649_,712.96
_0050_,712.14
_0977_,711.88
RF.registers\[4\]\[1\],711.62
_1066_,710.305
_1018_,709.79
_2303_,709.78
_0902_,709.68
_1136_,709.68
_1148_,709.54
net135,709.3
RF.registers\[5\]\[6\],709.07
net439,709.04
_2150_,708.02
net556,707.68
_1014_,707.6
_1217_,706.84
_0261_,706.3
_1157_,706
_0714_,705.86
_1655_,705.3
_0299_,704.84
net640,704.08
RF.registers\[8\]\[29\],703.36
_2031_,702.76
_0074_,702.7
_1399_,702.01
_2186_,701.96
_2305_,701.82
RF.registers\[8\]\[8\],701.4
_1637_,701.38
_0629_,701.22
SSD.count\[3\],701.14
RF.registers\[9\]\[4\],700.72
RF.registers\[20\]\[21\],700.52
_1889_,700.48
_1924_,699.82
_1460_,699.62
_2221_,699.04
net580,698.615
_1563_,697.42
RF.registers\[15\]\[22\],696.66
RF.registers\[25\]\[12\],696.39
_0462_,695.88
_1611_,695.23
_2174_,694.98
RF.registers\[10\]\[31\],694.685
_0641_,694.58
RF.registers\[0\]\[3\],693
_1205_,692.43
_0091_,691.92
_1419_,691.4
net18,690.8
_1980_,689.84
_0060_,689.41
_2298_,689.235
RF.registers\[5\]\[3\],689.01
net399,688.79
_2144_,688.52
_0760_,688.5
RF.registers\[0\]\[20\],688.47
_1428_,688.26
_2306_,688
_0769_,687.61
_1928_,687.6
_0620_,687.16
_0389_,685.96
_0614_,685.76
_0407_,685.74
_1795_,684.91
net19,684.46
_0048_,684.3
net477,682.58
_1346_,682.43
_0089_,682.3
_2214_,682.18
_1848_,681.92
_0617_,680.71
_0118_,680.42
RF.registers\[8\]\[6\],679.78
_2005_,679.7
_0755_,679.4
_1912_,679.35
_0040_,678.56
_1649_,678.46
_2273_,678.35
_0210_,677.79
_0490_,677.78
_0315_,677.74
_0098_,677.6
_1036_,677.5
_1707_,676.39
_0301_,676.16
_2029_,676.15
_0470_,676.04
_1593_,675.7
_0463_,675.32
_2051_,675.1
_1212_,675.06
_1916_,674
_1061_,673.11
_0674_,673
_1434_,672.905
RF.registers\[5\]\[13\],672.74
net389,672.62
_0660_,672.31
net447,672.28
net591,672.16
_0832_,670.82
_0333_,670.68
_2183_,669.8
_1043_,669.46
_1827_,668.56
_0939_,668.41
_0079_,667.565
_2161_,667.32
_1195_,666.86
_0538_,666.26
_2008_,664.94
_0915_,664.18
_1546_,663.76
_0155_,663.75
_0872_,662.855
_1715_,662.68
_1013_,662.36
_2297_,661.96
_1771_,661.62
_0564_,660.98
_0606_,660.96
_1636_,660.95
SSD.count\[12\],660.44
net428,660.39
_1484_,660.32
_2206_,659.87
_2014_,659.66
_1297_,659.34
_1216_,659.15
_1092_,658.78
_1979_,658.4
_0659_,658.08
_0451_,657.84
_0239_,657.09
_0287_,656.78
net317,656.48
_0131_,656.04
_1393_,654.985
_0318_,654.98
_2035_,654.66
_2105_,654.6
_1228_,654.12
_1879_,654.06
_1115_,653.72
RF.registers\[6\]\[25\],653.58
SSD.sel\[1\],652.92
_0581_,652.82
_1507_,652.8
net420,652.675
_1343_,652.52
_1277_,651.88
_1640_,651.68
_1930_,651.17
_0449_,650.98
_0125_,650.43
_2085_,650.4
net604,650.27
_0758_,650.04
_0020_,649.46
_2230_,649.01
_2275_,648.76
_1931_,648.12
_0909_,647.83
_0352_,647.7
_0504_,647.56
_1029_,647.52
_2087_,646.4
_1667_,645.8
_0397_,645.76
_0341_,645.64
RF.registers\[21\]\[15\],645.58
RF.registers\[15\]\[14\],645.555
_2195_,645.24
_1990_,644.66
RF.registers\[25\]\[22\],644.36
_1231_,644.21
_2158_,644.13
_0664_,644.1
_0139_,643.805
_1302_,643.58
RF.registers\[7\]\[24\],643.29
_0178_,643.08
_0665_,642.8
RF.registers\[21\]\[0\],642.45
_2308_,641.73
_2288_,640.78
_0940_,640.52
_0465_,640.49
_1461_,639.98
_0255_,639.84
_0916_,639.8
_0028_,639.6
_1361_,639.485
_0770_,639.22
_1397_,639.1
_0972_,638.47
net360,637.82
_0967_,636.7
_1473_,636.03
_2078_,635.76
net593,635.26
_0440_,634.72
_1414_,633.93
_0534_,633.59
_0836_,633.34
_1031_,632.68
net21,632.63
_0833_,632.62
RF.registers\[6\]\[21\],632.22
_1167_,630.48
net429,629.82
_0865_,629.64
_2220_,629.12
_1501_,628.77
_1687_,628.38
net98,628.32
_0253_,627.74
_0284_,627.64
_1839_,627.475
RF.registers\[6\]\[13\],627.24
_2015_,627.24
_1682_,626.57
_1811_,625.52
_0717_,624.88
net118,624.66
_0887_,624.26
_1218_,623.82
_0068_,623.52
_1175_,622.74
_0329_,622.66
_0396_,622.08
_0314_,621.26
_0008_,621
_1986_,620.75
_0501_,620.61
_1793_,620.6
_2185_,620.15
_1050_,619.78
_1021_,619.7
_0156_,619.6
_0000_,619.45
_0721_,619.42
RF.registers\[21\]\[27\],619.22
_1235_,618.75
_0032_,617.06
_1045_,616.94
_0311_,616.26
RF.registers\[5\]\[18\],615.93
net329,615.88
_2291_,614.595
_1820_,614.58
_0858_,614.2
_0234_,613.9
_1065_,613.4
_0309_,613.2
_1973_,612.88
net476,612.37
_1174_,612.32
_1380_,611.67
_0881_,611.2
_0929_,611.13
_1984_,610.58
_0203_,610.36
_1202_,609.755
_0999_,609.73
_1895_,609.22
_0042_,609.14
_0985_,609
_1982_,608.6
_0892_,608.48
_0942_,608.41
_0860_,607.88
_2109_,607.84
_1225_,606.88
_0684_,606.74
_0763_,605.78
_0319_,605.72
_1626_,605.32
_1867_,605.1
_1451_,605.04
_0055_,604.53
_0873_,604.18
_0756_,603.7
_0323_,602.32
_0761_,602
_0208_,601.98
_0917_,601.62
RF.registers\[4\]\[29\],601.58
_0121_,600.94
RF.registers\[7\]\[16\],600.84
_0165_,600.84
_0974_,600.82
_1993_,600.47
_2073_,599.94
_0883_,599.4
_1041_,598.44
_2225_,598.01
RF.registers\[5\]\[4\],597.91
_1077_,597.72
net126,597.08
_1948_,597.04
net543,597.04
_2136_,597
_1214_,596.98
_0076_,596.8
_2181_,596.7
_1685_,596.24
_1921_,595.9
_0712_,595.84
_2011_,595.64
_0195_,594.7
_0347_,594.7
net565,594.22
_0160_,594.08
_0219_,593.54
net328,593.3
net46,592.9
net31,592.81
RF.registers\[8\]\[31\],592.63
net557,592.5
_0884_,592.45
_1165_,592.34
clknet_5_8__leaf_clk,591.98
_2124_,591.53
net376,591.5
_1943_,591.3
_1836_,591.23
_1532_,590.97
_1899_,590.1
_0166_,590.04
_1370_,589.95
_1295_,589.82
_2096_,589.76
_1038_,589.72
_2259_,589.68
net326,589.6
net398,588.8
_0993_,588.57
_2062_,588.4
_2166_,588.1
_1113_,587.96
net90,587.86
net157,587.72
_2246_,587.48
net127,587.34
_2017_,587.215
net496,586.32
_0537_,586.26
net131,586.12
net83,585.94
net463,585.88
_1417_,585.22
_2145_,585.2
_0151_,584.96
_1947_,584.56
_0652_,584.5
_2279_,584.48
_0625_,584.08
net560,583.48
clknet_0_clk,583.34
_1886_,582.89
_2310_,582.66
net464,582.615
_1511_,582.24
_2295_,582.16
net403,581.12
net17,580.8
_2247_,580.36
net48,580.2
_2211_,579.73
_1554_,579.62
net24,579.43
_1105_,579.32
_2217_,578.64
net202,578.64
net370,578.47
net443,577.78
_1082_,577.56
_1540_,577.44
_2037_,577.02
_2287_,577
net195,576.98
net250,576.81
net493,576.3
_1475_,576.28
net222,575.86
_0619_,575.44
net473,574.94
_0088_,574.78
_1015_,574.745
net346,574.56
RF.registers\[21\]\[4\],574.38
net423,574.24
clknet_5_10__leaf_clk,573.88
_2208_,573.38
net384,572.86
_1635_,572.64
_2263_,572.26
net316,572.14
_1898_,572.02
_1738_,571.88
net84,571.67
net104,570.62
_0950_,569.12
_0753_,568.32
_0797_,568.08
_0372_,567.78
net213,567.5
_1851_,567.32
_0096_,567.14
_0002_,566.87
net89,566.84
net257,566.83
net288,566.68
_2209_,566.39
_0267_,566.36
_1744_,566.06
_1196_,565.18
_0826_,564.76
_0595_,564.68
_0976_,564.3
_0703_,564.12
_0796_,563.77
RF.registers\[21\]\[23\],563.69
net116,563.64
_0937_,563.56
net584,563.06
_1151_,562.52
_2314_,562.49
_2002_,561.81
_0951_,561.79
net592,561.32
_0968_,560.82
_1000_,560.48
net583,560.32
_1143_,560.1
_1992_,560.1
net481,559.82
net16,559.72
_0476_,559.62
net229,559.44
_1537_,559.29
_0746_,559.28
_0313_,559.18
_1971_,559.05
_0953_,557.97
_1709_,557.96
_0705_,557.86
net199,557.86
net190,557.68
_0822_,557.52
_0268_,557.36
RF.registers\[7\]\[3\],557.34
_0750_,556.98
_1873_,556.84
net85,556.19
_1068_,556.04
_1508_,555.38
_1701_,555.16
_1310_,555.14
_2255_,554.9
_2280_,554.87
_0124_,554.72
_1299_,554.7
net128,554.2
_0835_,553.87
net388,553.34
_0303_,552.56
_1852_,552.5
_0153_,551.76
_1028_,551.62
_0611_,551.52
_0382_,551.5
net511,551.35
_1881_,551.06
_1570_,550.93
net408,550.88
_1172_,550.65
_2233_,550.54
clknet_5_16__leaf_clk,550.535
net417,550.24
net409,550.055
_0295_,549.8
RF.registers\[25\]\[2\],549.22
RF.registers\[15\]\[6\],549.04
_1251_,548.77
_0188_,548.32
net9,548.22
net163,548.18
net154,547.84
net82,547.54
_0592_,547.2
net53,546.88
net198,546.34
net69,545.96
_0944_,545.08
_1555_,544.92
_1133_,544.8
_1471_,544.56
_1242_,544.475
_2013_,544.46
_2106_,544.38
_0615_,543.76
net395,543.44
net55,542.64
net101,542.5
_0656_,542.02
net34,541.97
_1862_,541.79
net489,541.64
_0331_,541.54
net170,540.54
net77,540.27
_1543_,540.12
_1711_,539.56
_2169_,539.48
net25,539.21
_0491_,538.98
net33,538.75
_2197_,537.76
_1621_,537.42
_1185_,536.225
net105,535.62
net150,534.98
net513,534.92
_1883_,534.84
_0497_,534.25
_1079_,533.7
net66,533.61
net115,533.56
_1268_,533.36
_0823_,533.18
net242,532.8
_1724_,532.785
net88,532.59
_0218_,532.42
RF.registers\[25\]\[25\],532.075
_0662_,531.74
_0782_,531.675
net169,531.62
_0923_,531.48
net160,530.945
_1703_,530.91
_1835_,530.88
_1809_,530.82
_1060_,530.3
_0227_,530.2
_1639_,530.02
net71,529.8
_0817_,529.26
clknet_5_17__leaf_clk,528.8
_1737_,528.59
net558,528.4
_2231_,528.38
_2122_,528.35
clknet_2_0_0_clk,528.23
net228,527.48
_1773_,527.42
net8,527.2
net462,526.32
net41,526.05
net347,525.92
RF.registers\[20\]\[2\],525.14
net81,524.46
_2111_,524.3
net510,523.58
net151,523.28
net68,523.23
net67,523.03
_1276_,522.72
_0423_,522.58
net14,522.1
net30,522.02
clknet_5_24__leaf_clk,521.92
_0405_,521.74
_1047_,521.64
net44,521.425
net289,521.2
net171,521.15
_0863_,521.06
clknet_2_1_0_clk,520.74
net217,520.52
_0265_,520.38
net331,520.08
_2251_,520.02
net152,519.66
_2276_,519.48
net75,519.32
net206,518.64
_0644_,518.295
_1278_,518.12
clknet_5_18__leaf_clk,518.115
net227,518.08
_1574_,518.06
_0824_,517.91
_1467_,517.88
_1453_,517.6
clknet_2_2_0_clk,517.44
_1728_,517.38
_0850_,517.02
_0062_,516.7
_1269_,516.66
_0054_,516.6
net284,516.16
net142,516
net540,515.82
_1845_,515.07
_0680_,514.98
_1286_,514.24
net312,514.18
_2216_,513.98
_0186_,513.62
_1059_,513.52
net208,512.42
net196,512.06
_2219_,511.9
net72,511.88
_2101_,511.86
net63,511.45
_1114_,511.24
_1122_,511.06
_0787_,510.52
_1025_,510.52
net348,510.39
net86,510.2
_1011_,509.94
_0871_,509.88
net141,509.86
net332,509.76
net110,508.85
net143,508.425
net495,507.94
_0037_,507.6
_0725_,507.5
_1818_,507.1
_0065_,506.62
RF.registers\[25\]\[17\],506.2
_0007_,505.98
_0733_,505.74
net108,505.65
net324,505.56
_0467_,505.26
net52,505
_0237_,504.92
_1838_,504.86
_1034_,504.82
_0466_,504.65
net524,504.38
_0681_,504.34
_1491_,504.28
_2248_,504.19
_1962_,504.08
net437,503.84
_0176_,503
net385,502.83
_1039_,502.48
net244,502.3
net382,502.11
_1894_,501.94
_1539_,501.7
net203,501.6
net512,501.46
_1699_,501.36
_1137_,501.32
_0286_,500.92
_0003_,500.41
_0571_,499.46
_1591_,499.1
clknet_2_3_0_clk,498.8
_0930_,498.46
_1686_,498.2
net47,498.18
_0056_,498.17
net176,498.14
net43,497.83
_0575_,497.68
net418,497.66
_1944_,497.195
net92,496.46
net278,496.4
net256,496.36
_1689_,496.26
_0841_,495.87
_1785_,495.76
_0117_,495.56
_1340_,495.5
net397,495.37
net111,495.34
_1019_,495.12
net568,495.11
_1533_,495.02
net140,494.96
clknet_5_21__leaf_clk,494.72
_0109_,494.28
_1444_,494.24
net167,493.9
net164,493.84
net215,493.8
net96,493.62
net494,493.53
_0811_,493.38
net70,493.19
RF.registers\[20\]\[4\],492.92
_1431_,492.74
net133,491.69
_0773_,491.46
net531,490.82
_0831_,490.76
RF.registers\[8\]\[27\],490.73
net173,490.53
net178,490.33
_0377_,490.26
net165,490.08
_2071_,490.06
clknet_5_30__leaf_clk,489.98
net179,489.605
net305,489.52
_0844_,489.22
net119,488.82
_1608_,488.68
_1885_,488.48
net175,488.44
_1619_,487.68
_2284_,487.66
RF.registers\[10\]\[13\],487.52
net485,487.52
_0290_,487.4
_1441_,487.4
_0813_,487.36
_2070_,487.36
net78,487.27
_1663_,486.98
net191,486.96
_0555_,486.84
_1834_,486.04
net484,485.92
_0412_,485.76
_0603_,485.32
_0275_,485.02
RF.registers\[9\]\[13\],484.9
net438,484.37
net107,484.28
_0692_,484.13
net313,484.06
_0097_,483.54
_2187_,482.41
net349,482.22
_1203_,481.78
net95,481.13
_0304_,480.54
_0086_,480.2
_0101_,479.96
_2270_,479.84
net551,479.52
_1855_,479.44
clknet_5_29__leaf_clk,479.24
net472,478.84
net109,477.95
net318,477.92
net264,477.9
net56,477.6
_1026_,477.32
net76,477.25
_0899_,476.84
_1547_,476.44
net201,476.36
_0670_,476.32
net534,476.16
_1740_,476.04
_0345_,475.94
clknet_5_6__leaf_clk,475.67
clknet_5_22__leaf_clk,475.08
net65,474.59
_2300_,474.4
_0164_,474.24
_1509_,474.22
_1378_,473.94
_0630_,473.76
_0209_,473.62
_0931_,473.38
_0024_,473.36
_1096_,473.1
_1844_,472.74
_1477_,472.6
net254,472.56
net223,472.18
_0221_,472.04
net221,471.8
_1365_,471.22
_1328_,470.96
net314,470.8
_0381_,470.77
_0506_,470.57
ID.pc\[0\],470.4
net517,470.06
_1258_,469.92
net132,469.56
net106,469.48
net483,468.74
net416,468.16
clknet_5_11__leaf_clk,467.63
_1494_,467.59
_0112_,467.56
_0969_,466.96
_0965_,466.94
net396,466.62
net174,466.6
_1161_,466.38
RF.registers\[21\]\[6\],465.78
_0558_,465.14
net306,464.58
net266,464.48
net523,464.28
_0869_,463.88
net60,463.81
_0634_,463.68
_1027_,463.6
_0738_,462.72
_0724_,462.26
_1158_,462.16
_1739_,461.78
net149,461.36
net87,461.24
_1118_,460.92
RF.registers\[6\]\[10\],460.88
net247,460.775
_1658_,460.64
_0828_,460.56
_1727_,460.32
_1869_,460.12
_1936_,459.94
_0149_,459.92
_2063_,459.92
_1710_,459.1
_2292_,459.1
_0897_,459
clknet_5_31__leaf_clk,458.575
_1670_,457.36
_0735_,457.22
_1117_,456.9
_2163_,456.9
_0167_,456.46
_0289_,456.42
_1497_,456.26
_0752_,456.22
_2272_,456.02
_0979_,455.98
_0159_,455.94
_1239_,455.94
_0924_,455.44
_1058_,454.92
_0941_,454.66
_1938_,454.62
_1186_,454.42
net265,453.82
_0016_,453.74
_1076_,453.66
_1854_,453.57
_2199_,453.19
net538,452.24
_0216_,451.96
_0812_,451.66
clknet_5_5__leaf_clk,451.12
_2266_,450.4
_1329_,450.14
_1706_,450.1
net216,449.92
_0038_,449.82
_1480_,449.7
_1435_,449.52
_2296_,448.84
_1106_,448.6
_0075_,448.12
net286,447.5
_1326_,447.42
RF.registers\[25\]\[26\],447.24
_0482_,446.52
_2218_,445.68
_0675_,445.66
_0706_,445.36
_1746_,445.28
net374,445.02
RF.registers\[8\]\[10\],444.72
_0081_,444.3
_0354_,443.86
_1919_,443.78
net561,443.52
clknet_5_20__leaf_clk,443.48
_0375_,443.2
RF.registers\[9\]\[1\],443
_1587_,442.64
clknet_5_4__leaf_clk,442.62
_1589_,442.38
_0291_,441.925
net219,441.66
_0910_,441.08
_1116_,440.78
_0338_,440.52
_0587_,440.16
clknet_5_25__leaf_clk,439.315
_1623_,439.22
net134,438.96
_2244_,438.94
_2269_,438.76
_0343_,438.44
_0173_,438.26
_1465_,438.26
clknet_5_23__leaf_clk,437.475
_1633_,437
_1178_,436.96
_1741_,436.83
_1443_,436.76
net64,436.65
_1254_,436.41
net139,436.12
_0046_,436.06
_1037_,435.92
_1384_,435.82
_0017_,435.68
_0551_,435.6
RF.registers\[21\]\[12\],435.58
_1745_,435.32
RF.registers\[15\]\[8\],435.16
_0895_,434.76
_0252_,434.02
_1433_,433.94
net200,432.68
_1486_,432
_0128_,431.98
_2285_,431.135
clknet_5_28__leaf_clk,430.64
_2188_,430.6
_2267_,430.34
_2046_,429.72
_0191_,429.065
RF.registers\[10\]\[22\],428.87
_0560_,428.54
_0846_,428.22
_1317_,427.59
_2281_,426.66
_2256_,426.24
_0987_,425.78
net42,425.75
net94,425.74
_0700_,425.44
_0720_,425.14
_0409_,424.84
_0799_,424.66
RF.registers\[21\]\[19\],424.265
_1146_,424.16
_1837_,423.94
_0898_,423.84
_0623_,423.6
_1273_,423.18
_1825_,423.12
_0676_,422.3
_2138_,422.24
_0805_,422.22
net93,421.63
net23,421.39
_0090_,421.3
_1236_,420.005
net468,418.98
_1690_,418.12
_1896_,417.98
_1308_,417.86
net97,417.7
net372,417.7
_0045_,417.64
net281,417.02
_0051_,416.62
_0013_,416.365
_1840_,415.98
_1734_,415.68
_1204_,415.57
_0694_,415.3
_0966_,415.22
net373,414.88
_1882_,414.86
_0385_,414.58
net262,414.42
net283,414.42
_2210_,414.12
net336,414.06
_0324_,413.6
_0658_,413.36
_0695_,413.28
net45,413.245
net532,413.04
net323,412.84
net197,412.8
net287,412.5
net224,412.24
clknet_3_3_0_clk,412.09
_0388_,411.88
_0642_,411.66
_0607_,411.37
_1634_,411.02
_1622_,410.3
net73,410.24
_0845_,409.74
_1604_,408.68
_0962_,408.33
_1046_,408.32
RF.registers\[5\]\[17\],408.14
net381,407.88
_1909_,407.34
RF.registers\[0\]\[14\],406.8
clknet_5_14__leaf_clk,406.78
_0170_,406.68
net91,406.52
net253,406.52
_1144_,405.44
_1700_,405.3
_2159_,404.98
_1762_,404.8
clknet_5_26__leaf_clk,404.695
clknet_5_27__leaf_clk,403.52
_0964_,402.87
_2147_,401.94
_1595_,400
_0734_,399.98
net80,399.9
_1022_,399.71
_1892_,399.6
net22,399.47
_0819_,399.3
_0378_,399.16
_1775_,398.76
_0468_,398.7
_1249_,398.44
clknet_5_13__leaf_clk,398.26
SSD.count\[14\],398.18
clknet_5_0__leaf_clk,398.16
_0922_,397.44
net282,397.22
net404,397.2
net177,396.68
_0263_,396.46
RF.registers\[10\]\[26\],396.16
_0484_,395.6
RF.registers\[4\]\[3\],395.42
_0905_,395.18
net315,395.1
net220,394.52
_0398_,393.5
_0683_,393.22
clknet_3_1_0_clk,392.76
