net,length_um
_04547_,36.46
_01675_,36.41
_01190_,36.38
_01410_,36.38
_03442_,36.32
_04808_,36.16
_01157_,36.14
net150,36.14
_02600_,36.12
_04477_,35.94
_01698_,35.92
_03350_,35.9
regfile_inst.RegisterFile\[6\]\[7\],35.86
net109,35.83
_03099_,35.82
_04754_,35.8
regfile_inst.RegisterFile\[6\]\[17\],35.8
_01194_,35.77
regfile_inst.RegisterFile\[16\]\[31\],35.6
regfile_inst.RegisterFile\[25\]\[31\],35.4
regfile_inst.RegisterFile\[23\]\[11\],35.38
_04283_,35.26
_01317_,35.22
_03987_,35.18
_01145_,35.14
_03084_,35.04
_02686_,34.9
regfile_inst.RegisterFile\[21\]\[8\],34.88
_01369_,34.84
regfile_inst.RegisterFile\[28\]\[29\],34.82
regfile_inst.RegisterFile\[5\]\[12\],34.82
regfile_inst.RegisterFile\[22\]\[30\],34.8
_01447_,34.76
regfile_inst.RegisterFile\[31\]\[22\],34.76
_03512_,34.72
regfile_inst.RegisterFile\[29\]\[0\],34.72
_02827_,34.62
regfile_inst.RegisterFile\[8\]\[20\],34.6
_03702_,34.56
_01273_,34.52
_00564_,34.505
_03563_,34.38
regfile_inst.RegisterFile\[23\]\[30\],34.38
regfile_inst.RegisterFile\[5\]\[15\],34.38
_03449_,34.24
regfile_inst.RegisterFile\[19\]\[16\],34.24
_01647_,34.22
_03172_,34.18
net209,34.18
regfile_inst.RegisterFile\[19\]\[4\],34.17
regfile_inst.RegisterFile\[30\]\[9\],34.16
_04605_,34.1
regfile_inst.RegisterFile\[5\]\[9\],34.1
regfile_inst.RegisterFile\[26\]\[3\],34.02
_04218_,34
regfile_inst.RegisterFile\[27\]\[25\],33.98
_03674_,33.92
regfile_inst.RegisterFile\[7\]\[13\],33.9
_02576_,33.86
regfile_inst.RegisterFile\[2\]\[8\],33.79
_03979_,33.76
_04101_,33.745
_04506_,33.72
_01398_,33.66
_01724_,33.66
regfile_inst.RegisterFile\[31\]\[11\],33.56
regfile_inst.RegisterFile\[6\]\[12\],33.56
regfile_inst.RegisterFile\[11\]\[1\],33.54
regfile_inst.RegisterFile\[13\]\[5\],33.54
clknet_leaf_86_clk,33.52
regfile_inst.RegisterFile\[7\]\[19\],33.5
_00429_,33.465
_04373_,33.42
_04498_,33.42
_04810_,33.42
_01717_,33.38
regfile_inst.RegisterFile\[16\]\[30\],33.38
regfile_inst.RegisterFile\[25\]\[24\],33.38
regfile_inst.RegisterFile\[21\]\[24\],33.36
regfile_inst.RegisterFile\[23\]\[22\],33.34
net85,33.335
_03971_,33.305
regfile_inst.RegisterFile\[2\]\[12\],33.235
regfile_inst.RegisterFile\[30\]\[14\],33.23
regfile_inst.RegisterFile\[28\]\[26\],33.22
net83,33.22
_01618_,33.155
_01388_,33.14
regfile_inst.RegisterFile\[11\]\[21\],33
_03645_,32.98
_04305_,32.96
_01368_,32.94
_01617_,32.94
_01413_,32.88
_03758_,32.88
regfile_inst.RegisterFile\[11\]\[4\],32.8
regfile_inst.RegisterFile\[22\]\[1\],32.78
regfile_inst.RegisterFile\[18\]\[19\],32.73
_04058_,32.7
regfile_inst.RegisterFile\[2\]\[16\],32.67
_01578_,32.665
_03540_,32.64
regfile_inst.RegisterFile\[10\]\[21\],32.64
_03564_,32.58
regfile_inst.RegisterFile\[10\]\[29\],32.58
_01353_,32.56
_03143_,32.54
_03348_,32.54
regfile_inst.RegisterFile\[20\]\[8\],32.475
_04457_,32.46
_01441_,32.38
regfile_inst.RegisterFile\[20\]\[23\],32.3
_01676_,32.2
_01510_,32.18
_01293_,32.12
regfile_inst.RegisterFile\[30\]\[20\],32.02
regfile_inst.RegisterFile\[12\]\[11\],31.96
regfile_inst.RegisterFile\[26\]\[21\],31.94
_02941_,31.92
regfile_inst.RegisterFile\[11\]\[7\],31.9
regfile_inst.RegisterFile\[24\]\[8\],31.86
_03334_,31.84
_01738_,31.82
_03486_,31.8
regfile_inst.RegisterFile\[6\]\[29\],31.78
regfile_inst.RegisterFile\[13\]\[0\],31.76
_03583_,31.72
_01438_,31.64
_00207_,31.605
regfile_inst.RegisterFile\[22\]\[6\],31.545
regfile_inst.RegisterFile\[17\]\[6\],31.54
regfile_inst.RegisterFile\[22\]\[8\],31.54
regfile_inst.RegisterFile\[16\]\[9\],31.52
_01509_,31.42
regfile_inst.RegisterFile\[13\]\[7\],31.42
_01270_,31.4
_01416_,31.4
regfile_inst.RegisterFile\[23\]\[6\],31.38
regfile_inst.RegisterFile\[27\]\[30\],31.38
regfile_inst.RegisterFile\[22\]\[22\],31.365
_03533_,31.34
regfile_inst.RegisterFile\[7\]\[9\],31.28
regfile_inst.RegisterFile\[4\]\[24\],31.16
_03044_,31.14
_04071_,31.06
regfile_inst.RegisterFile\[19\]\[9\],31.02
regfile_inst.RegisterFile\[29\]\[14\],31.02
_04709_,31
_01159_,30.985
_02940_,30.98
regfile_inst.RegisterFile\[5\]\[23\],30.935
regfile_inst.RegisterFile\[0\]\[15\],30.92
regfile_inst.RegisterFile\[26\]\[1\],30.9
regfile_inst.RegisterFile\[27\]\[17\],30.9
_01528_,30.88
regfile_inst.RegisterFile\[2\]\[9\],30.7
_00204_,30.695
regfile_inst.RegisterFile\[16\]\[5\],30.68
regfile_inst.RegisterFile\[4\]\[2\],30.66
regfile_inst.RegisterFile\[29\]\[26\],30.6
regfile_inst.RegisterFile\[3\]\[12\],30.6
_04588_,30.58
regfile_inst.RegisterFile\[11\]\[28\],30.58
_04644_,30.56
regfile_inst.RegisterFile\[15\]\[13\],30.52
regfile_inst.RegisterFile\[20\]\[24\],30.42
_03425_,30.4
regfile_inst.RegisterFile\[2\]\[6\],30.39
regfile_inst.RegisterFile\[27\]\[6\],30.3
regfile_inst.RegisterFile\[25\]\[12\],30.26
regfile_inst.RegisterFile\[6\]\[25\],30.2
net79,30.2
_01679_,30.18
_04196_,30.1
_04697_,30.06
regfile_inst.RegisterFile\[16\]\[4\],30.06
regfile_inst.RegisterFile\[31\]\[24\],30.055
_04127_,30.03
regfile_inst.RegisterFile\[25\]\[13\],29.98
regfile_inst.RegisterFile\[12\]\[0\],29.96
_04703_,29.94
regfile_inst.RegisterFile\[27\]\[15\],29.94
net89,29.94
regfile_inst.RegisterFile\[29\]\[8\],29.9
_03404_,29.88
regfile_inst.RegisterFile\[28\]\[30\],29.88
regfile_inst.RegisterFile\[2\]\[17\],29.88
regfile_inst.RegisterFile\[15\]\[23\],29.86
_03677_,29.82
_01550_,29.78
regfile_inst.RegisterFile\[3\]\[7\],29.76
regfile_inst.RegisterFile\[16\]\[0\],29.74
regfile_inst.RegisterFile\[31\]\[26\],29.72
_00299_,29.7
_03107_,29.7
regfile_inst.RegisterFile\[23\]\[23\],29.66
regfile_inst.RegisterFile\[3\]\[10\],29.66
_03682_,29.58
regfile_inst.RegisterFile\[27\]\[12\],29.54
regfile_inst.RegisterFile\[13\]\[9\],29.52
net88,29.5
regfile_inst.RegisterFile\[27\]\[11\],29.46
regfile_inst.RegisterFile\[12\]\[19\],29.44
regfile_inst.RegisterFile\[17\]\[31\],29.44
_03731_,29.42
_01114_,29.415
_03236_,29.4
regfile_inst.RegisterFile\[23\]\[12\],29.38
regfile_inst.RegisterFile\[5\]\[21\],29.38
_01261_,29.36
regfile_inst.RegisterFile\[10\]\[23\],29.36
_02918_,29.3
regfile_inst.RegisterFile\[13\]\[29\],29.28
regfile_inst.RegisterFile\[31\]\[6\],29.26
regfile_inst.RegisterFile\[23\]\[3\],29.18
regfile_inst.RegisterFile\[23\]\[25\],29.08
regfile_inst.RegisterFile\[31\]\[0\],29.08
regfile_inst.RegisterFile\[3\]\[19\],29.08
_01260_,29.01
_03519_,28.96
regfile_inst.RegisterFile\[18\]\[26\],28.905
_01204_,28.9
regfile_inst.RegisterFile\[27\]\[14\],28.9
_02220_,28.86
_02604_,28.86
regfile_inst.RegisterFile\[27\]\[24\],28.86
regfile_inst.RegisterFile\[27\]\[16\],28.76
_03603_,28.74
net1192,28.74
regfile_inst.RegisterFile\[30\]\[23\],28.69
_01423_,28.66
_04210_,28.6
regfile_inst.RegisterFile\[15\]\[8\],28.56
regfile_inst.RegisterFile\[23\]\[18\],28.52
regfile_inst.RegisterFile\[4\]\[23\],28.52
_03523_,28.5
regfile_inst.RegisterFile\[11\]\[18\],28.46
regfile_inst.RegisterFile\[13\]\[3\],28.42
regfile_inst.RegisterFile\[5\]\[29\],28.42
regfile_inst.RegisterFile\[29\]\[13\],28.4
clknet_leaf_88_clk,28.4
regfile_inst.RegisterFile\[15\]\[30\],28.38
regfile_inst.RegisterFile\[16\]\[15\],28.36
_04149_,28.34
regfile_inst.RegisterFile\[5\]\[19\],28.32
_03511_,28.3
_03410_,28.28
_01292_,28.26
regfile_inst.RegisterFile\[7\]\[8\],28.24
net142,28.24
regfile_inst.RegisterFile\[5\]\[8\],28.16
regfile_inst.RegisterFile\[24\]\[15\],28.14
_02142_,28.12
_02614_,28.12
_01357_,28.04
_03403_,28.04
_01584_,28.02
_04887_,28.02
_03631_,28
_01475_,27.96
_04551_,27.88
regfile_inst.RegisterFile\[4\]\[11\],27.86
regfile_inst.RegisterFile\[24\]\[24\],27.83
regfile_inst.RegisterFile\[6\]\[19\],27.76
regfile_inst.RegisterFile\[8\]\[5\],27.76
regfile_inst.RegisterFile\[13\]\[20\],27.74
regfile_inst.RegisterFile\[20\]\[0\],27.74
clknet_leaf_107_clk,27.74
regfile_inst.RegisterFile\[25\]\[26\],27.68
regfile_inst.RegisterFile\[4\]\[29\],27.66
net82,27.66
regfile_inst.RegisterFile\[29\]\[9\],27.64
_00225_,27.58
_03960_,27.58
_03550_,27.56
_04134_,27.56
_03592_,27.5
_03173_,27.48
_03668_,27.48
_01252_,27.46
_02732_,27.44
_03481_,27.44
_04672_,27.4
_03027_,27.38
regfile_inst.RegisterFile\[7\]\[1\],27.36
_01731_,27.28
regfile_inst.RegisterFile\[12\]\[13\],27.2
regfile_inst.RegisterFile\[30\]\[24\],27.15
_02631_,27.14
net110,27.14
regfile_inst.RegisterFile\[21\]\[13\],27.12
regfile_inst.RegisterFile\[2\]\[23\],27.11
_04555_,27.1
net80,27.1
regfile_inst.RegisterFile\[24\]\[17\],27.02
regfile_inst.RegisterFile\[29\]\[17\],27.02
regfile_inst.RegisterFile\[26\]\[6\],26.985
regfile_inst.RegisterFile\[1\]\[9\],26.98
regfile_inst.RegisterFile\[2\]\[5\],26.935
_02976_,26.92
regfile_inst.RegisterFile\[25\]\[11\],26.9
_02883_,26.88
_02021_,26.86
regfile_inst.RegisterFile\[14\]\[10\],26.855
_01404_,26.82
regfile_inst.RegisterFile\[16\]\[21\],26.82
_01594_,26.78
_04596_,26.78
regfile_inst.RegisterFile\[3\]\[6\],26.76
_03881_,26.72
_04124_,26.715
regfile_inst.RegisterFile\[18\]\[24\],26.705
regfile_inst.RegisterFile\[6\]\[24\],26.68
regfile_inst.RegisterFile\[22\]\[31\],26.65
_00500_,26.645
_03667_,26.64
regfile_inst.RegisterFile\[11\]\[5\],26.62
regfile_inst.RegisterFile\[1\]\[29\],26.6
regfile_inst.RegisterFile\[20\]\[13\],26.6
_04692_,26.58
regfile_inst.RegisterFile\[18\]\[27\],26.565
_00205_,26.505
regfile_inst.RegisterFile\[17\]\[30\],26.5
regfile_inst.RegisterFile\[1\]\[18\],26.5
regfile_inst.RegisterFile\[24\]\[27\],26.5
regfile_inst.RegisterFile\[29\]\[4\],26.48
regfile_inst.RegisterFile\[4\]\[5\],26.48
regfile_inst.RegisterFile\[18\]\[28\],26.47
_03101_,26.44
_03064_,26.42
_04736_,26.42
regfile_inst.RegisterFile\[31\]\[17\],26.4
_04825_,26.38
regfile_inst.RegisterFile\[4\]\[22\],26.36
_02693_,26.34
_04466_,26.32
_04742_,26.32
_01842_,26.28
_03528_,26.28
_01685_,26.26
regfile_inst.RegisterFile\[31\]\[25\],26.24
regfile_inst.RegisterFile\[24\]\[7\],26.23
_01486_,26.2
_03052_,26.2
regfile_inst.RegisterFile\[23\]\[31\],26.2
regfile_inst.RegisterFile\[26\]\[12\],26.18
regfile_inst.RegisterFile\[16\]\[25\],26.16
_02936_,26.12
_01760_,26.1
_04765_,26.1
regfile_inst.RegisterFile\[29\]\[22\],26.1
regfile_inst.RegisterFile\[29\]\[28\],26.1
regfile_inst.RegisterFile\[31\]\[2\],26.1
regfile_inst.RegisterFile\[24\]\[21\],26.05
_02953_,25.96
net92,25.945
regfile_inst.RegisterFile\[0\]\[10\],25.94
regfile_inst.RegisterFile\[15\]\[21\],25.92
regfile_inst.RegisterFile\[10\]\[12\],25.9
regfile_inst.RegisterFile\[3\]\[15\],25.9
regfile_inst.RegisterFile\[18\]\[29\],25.845
regfile_inst.RegisterFile\[29\]\[24\],25.82
regfile_inst.RegisterFile\[26\]\[13\],25.79
regfile_inst.RegisterFile\[27\]\[19\],25.78
_04726_,25.76
regfile_inst.RegisterFile\[5\]\[22\],25.76
_02899_,25.72
regfile_inst.RegisterFile\[12\]\[20\],25.72
_01427_,25.7
regfile_inst.RegisterFile\[28\]\[27\],25.7
regfile_inst.RegisterFile\[31\]\[20\],25.7
regfile_inst.RegisterFile\[29\]\[3\],25.68
regfile_inst.RegisterFile\[4\]\[17\],25.68
regfile_inst.RegisterFile\[3\]\[26\],25.64
clknet_leaf_20_clk,25.64
_01093_,25.62
_01635_,25.595
_04275_,25.58
_00531_,25.565
_00235_,25.525
regfile_inst.RegisterFile\[2\]\[18\],25.51
regfile_inst.RegisterFile\[19\]\[26\],25.49
_01661_,25.46
_02687_,25.46
_03966_,25.46
regfile_inst.RegisterFile\[14\]\[26\],25.44
_01265_,25.42
regfile_inst.RegisterFile\[19\]\[30\],25.36
net999,25.32
regfile_inst.RegisterFile\[16\]\[28\],25.3
_00436_,25.265
regfile_inst.RegisterFile\[31\]\[5\],25.26
_03396_,25.22
regfile_inst.RegisterFile\[0\]\[18\],25.2
regfile_inst.RegisterFile\[23\]\[0\],25.2
regfile_inst.RegisterFile\[14\]\[17\],25.19
_04393_,25.18
_01672_,25.16
regfile_inst.RegisterFile\[26\]\[15\],25.16
regfile_inst.RegisterFile\[13\]\[2\],25.12
regfile_inst.RegisterFile\[27\]\[31\],25.12
_02985_,25.1
_01150_,25.08
regfile_inst.RegisterFile\[11\]\[11\],25.06
regfile_inst.RegisterFile\[27\]\[4\],25.06
clknet_leaf_104_clk,25.04
regfile_inst.RegisterFile\[12\]\[28\],25.02
regfile_inst.RegisterFile\[7\]\[18\],25.02
regfile_inst.RegisterFile\[29\]\[25\],24.98
_01116_,24.945
_03106_,24.93
regfile_inst.RegisterFile\[5\]\[24\],24.92
regfile_inst.RegisterFile\[21\]\[20\],24.9
_00434_,24.885
_01186_,24.84
_03557_,24.84
_04523_,24.82
clknet_leaf_57_clk,24.82
_02689_,24.78
_03421_,24.76
regfile_inst.RegisterFile\[17\]\[4\],24.76
regfile_inst.RegisterFile\[14\]\[16\],24.73
_05060_,24.7
regfile_inst.RegisterFile\[12\]\[25\],24.66
regfile_inst.RegisterFile\[25\]\[23\],24.64
_03744_,24.6
regfile_inst.RegisterFile\[13\]\[12\],24.6
regfile_inst.RegisterFile\[16\]\[12\],24.6
regfile_inst.RegisterFile\[3\]\[0\],24.6
regfile_inst.RegisterFile\[17\]\[26\],24.56
regfile_inst.RegisterFile\[15\]\[31\],24.54
regfile_inst.RegisterFile\[16\]\[24\],24.54
regfile_inst.RegisterFile\[1\]\[25\],24.52
_03395_,24.5
regfile_inst.RegisterFile\[13\]\[23\],24.48
regfile_inst.RegisterFile\[3\]\[24\],24.48
regfile_inst.RegisterFile\[4\]\[16\],24.48
net267,24.48
regfile_inst.RegisterFile\[3\]\[17\],24.46
regfile_inst.RegisterFile\[24\]\[0\],24.44
_03100_,24.42
regfile_inst.RegisterFile\[4\]\[27\],24.42
_01301_,24.38
regfile_inst.RegisterFile\[0\]\[2\],24.38
regfile_inst.RegisterFile\[21\]\[4\],24.38
regfile_inst.RegisterFile\[5\]\[7\],24.32
_04172_,24.22
regfile_inst.RegisterFile\[17\]\[10\],24.22
regfile_inst.RegisterFile\[17\]\[15\],24.22
regfile_inst.RegisterFile\[25\]\[22\],24.22
_01681_,24.2
regfile_inst.RegisterFile\[22\]\[16\],24.185
_04074_,24.18
regfile_inst.RegisterFile\[10\]\[11\],24.14
regfile_inst.RegisterFile\[10\]\[5\],24.14
regfile_inst.RegisterFile\[30\]\[3\],24.135
_00855_,24.125
regfile_inst.RegisterFile\[25\]\[17\],24.1
_03508_,24.08
_04766_,24.08
regfile_inst.RegisterFile\[10\]\[3\],24.08
_01288_,24.04
regfile_inst.RegisterFile\[12\]\[31\],24.04
_03723_,24.02
regfile_inst.RegisterFile\[0\]\[25\],24.02
regfile_inst.RegisterFile\[28\]\[1\],24.02
_02822_,24
_01218_,23.985
_04129_,23.98
regfile_inst.RegisterFile\[10\]\[19\],23.98
regfile_inst.RegisterFile\[19\]\[19\],23.98
regfile_inst.RegisterFile\[23\]\[5\],23.98
regfile_inst.RegisterFile\[28\]\[9\],23.96
regfile_inst.RegisterFile\[29\]\[1\],23.96
_01733_,23.92
regfile_inst.RegisterFile\[29\]\[16\],23.92
regfile_inst.RegisterFile\[9\]\[26\],23.9
regfile_inst.RegisterFile\[2\]\[25\],23.875
regfile_inst.RegisterFile\[12\]\[29\],23.84
_00257_,23.805
_00239_,23.785
_01564_,23.78
regfile_inst.RegisterFile\[15\]\[10\],23.74
regfile_inst.RegisterFile\[0\]\[22\],23.7
regfile_inst.RegisterFile\[3\]\[20\],23.7
regfile_inst.RegisterFile\[20\]\[5\],23.66
inputB[10],23.63
_03689_,23.6
regfile_inst.RegisterFile\[1\]\[7\],23.6
_03985_,23.58
regfile_inst.RegisterFile\[19\]\[7\],23.58
regfile_inst.RegisterFile\[12\]\[27\],23.56
_02708_,23.54
regfile_inst.RegisterFile\[26\]\[14\],23.52
regfile_inst.RegisterFile\[27\]\[9\],23.52
_01624_,23.5
regfile_inst.RegisterFile\[12\]\[5\],23.48
regfile_inst.RegisterFile\[16\]\[19\],23.46
regfile_inst.RegisterFile\[17\]\[24\],23.46
regfile_inst.RegisterFile\[25\]\[25\],23.46
_04050_,23.42
regfile_inst.RegisterFile\[3\]\[23\],23.42
net132,23.42
regfile_inst.RegisterFile\[14\]\[18\],23.4
regfile_inst.RegisterFile\[18\]\[13\],23.38
regfile_inst.RegisterFile\[23\]\[24\],23.36
net170,23.36
regfile_inst.RegisterFile\[30\]\[0\],23.345
_03357_,23.34
regfile_inst.RegisterFile\[7\]\[5\],23.34
regfile_inst.RegisterFile\[30\]\[17\],23.325
regfile_inst.RegisterFile\[28\]\[23\],23.3
regfile_inst.RegisterFile\[31\]\[7\],23.3
regfile_inst.RegisterFile\[7\]\[16\],23.3
_01585_,23.28
regfile_inst.RegisterFile\[29\]\[10\],23.28
regfile_inst.RegisterFile\[13\]\[17\],23.26
regfile_inst.RegisterFile\[13\]\[1\],23.25
regfile_inst.RegisterFile\[26\]\[18\],23.24
regfile_inst.RegisterFile\[4\]\[15\],23.24
regfile_inst.RegisterFile\[24\]\[13\],23.22
_03606_,23.2
regfile_inst.RegisterFile\[0\]\[14\],23.2
_01888_,23.18
regfile_inst.RegisterFile\[10\]\[24\],23.18
_03765_,23.16
regfile_inst.RegisterFile\[10\]\[20\],23.16
_00237_,23.145
_04205_,23.14
_03899_,23.12
regfile_inst.RegisterFile\[9\]\[16\],23.12
_04444_,23.1
regfile_inst.RegisterFile\[1\]\[13\],23.1
regfile_inst.RegisterFile\[10\]\[16\],23.06
regfile_inst.RegisterFile\[19\]\[18\],23.06
regfile_inst.RegisterFile\[1\]\[22\],23.06
regfile_inst.RegisterFile\[2\]\[20\],23.055
regfile_inst.RegisterFile\[18\]\[31\],23.04
regfile_inst.RegisterFile\[30\]\[10\],23.04
_01454_,23
regfile_inst.RegisterFile\[26\]\[31\],22.99
regfile_inst.RegisterFile\[22\]\[24\],22.985
_04974_,22.96
_02875_,22.94
_04438_,22.92
_02817_,22.9
regfile_inst.RegisterFile\[13\]\[18\],22.9
_04811_,22.88
regfile_inst.RegisterFile\[21\]\[9\],22.88
regfile_inst.RegisterFile\[16\]\[13\],22.8
regfile_inst.RegisterFile\[3\]\[21\],22.8
_01556_,22.78
regfile_inst.RegisterFile\[16\]\[27\],22.76
regfile_inst.RegisterFile\[21\]\[5\],22.76
regfile_inst.RegisterFile\[17\]\[20\],22.74
_03695_,22.72
regfile_inst.RegisterFile\[3\]\[16\],22.68
regfile_inst.RegisterFile\[23\]\[2\],22.67
_04686_,22.64
regfile_inst.RegisterFile\[24\]\[31\],22.64
regfile_inst.RegisterFile\[11\]\[23\],22.62
regfile_inst.RegisterFile\[2\]\[13\],22.62
regfile_inst.RegisterFile\[0\]\[29\],22.6
regfile_inst.RegisterFile\[2\]\[21\],22.575
_01491_,22.56
regfile_inst.RegisterFile\[17\]\[17\],22.54
_00499_,22.485
_02545_,22.48
_03151_,22.48
regfile_inst.RegisterFile\[22\]\[20\],22.475
regfile_inst.RegisterFile\[30\]\[7\],22.47
_01391_,22.46
_04499_,22.46
regfile_inst.RegisterFile\[7\]\[7\],22.46
regfile_inst.RegisterFile\[4\]\[0\],22.44
regfile_inst.RegisterFile\[28\]\[20\],22.42
_04752_,22.4
regfile_inst.RegisterFile\[29\]\[29\],22.4
regfile_inst.RegisterFile\[2\]\[26\],22.395
regfile_inst.RegisterFile\[2\]\[24\],22.39
_03086_,22.38
_04528_,22.38
_03418_,22.34
_03652_,22.34
regfile_inst.RegisterFile\[0\]\[7\],22.34
regfile_inst.RegisterFile\[31\]\[14\],22.32
regfile_inst.RegisterFile\[22\]\[4\],22.305
_04236_,22.3
regfile_inst.RegisterFile\[12\]\[21\],22.3
regfile_inst.RegisterFile\[20\]\[17\],22.3
regfile_inst.RegisterFile\[31\]\[27\],22.28
_04503_,22.26
regfile_inst.RegisterFile\[10\]\[1\],22.26
regfile_inst.RegisterFile\[23\]\[27\],22.26
regfile_inst.RegisterFile\[1\]\[21\],22.22
regfile_inst.RegisterFile\[14\]\[11\],22.215
regfile_inst.RegisterFile\[21\]\[30\],22.2
_03134_,22.18
_03390_,22.16
regfile_inst.RegisterFile\[31\]\[21\],22.14
_03639_,22.12
regfile_inst.RegisterFile\[23\]\[13\],22.12
regfile_inst.RegisterFile\[7\]\[29\],22.12
_01560_,22.1
_02821_,22.08
regfile_inst.RegisterFile\[18\]\[17\],22.045
regfile_inst.RegisterFile\[27\]\[3\],22.02
_03226_,22
regfile_inst.RegisterFile\[13\]\[13\],22
regfile_inst.RegisterFile\[21\]\[21\],22
regfile_inst.RegisterFile\[8\]\[2\],22
regfile_inst.RegisterFile\[0\]\[16\],21.98
regfile_inst.RegisterFile\[20\]\[14\],21.98
regfile_inst.RegisterFile\[14\]\[9\],21.965
regfile_inst.RegisterFile\[17\]\[14\],21.96
_03541_,21.94
regfile_inst.RegisterFile\[13\]\[30\],21.88
regfile_inst.RegisterFile\[1\]\[10\],21.88
regfile_inst.RegisterFile\[21\]\[2\],21.88
regfile_inst.RegisterFile\[16\]\[29\],21.84
regfile_inst.RegisterFile\[30\]\[2\],21.825
_04045_,21.82
regfile_inst.RegisterFile\[3\]\[31\],21.82
_01428_,21.78
regfile_inst.RegisterFile\[13\]\[24\],21.78
regfile_inst.RegisterFile\[17\]\[1\],21.78
regfile_inst.RegisterFile\[7\]\[0\],21.78
regfile_inst.RegisterFile\[22\]\[0\],21.77
_04556_,21.76
regfile_inst.RegisterFile\[7\]\[27\],21.76
_01106_,21.745
regfile_inst.RegisterFile\[15\]\[6\],21.74
regfile_inst.RegisterFile\[4\]\[10\],21.74
regfile_inst.RegisterFile\[26\]\[24\],21.725
_02640_,21.72
regfile_inst.RegisterFile\[30\]\[28\],21.685
_01058_,21.68
_01512_,21.68
regfile_inst.RegisterFile\[10\]\[10\],21.68
regfile_inst.RegisterFile\[7\]\[25\],21.68
regfile_inst.RegisterFile\[5\]\[28\],21.66
regfile_inst.RegisterFile\[14\]\[8\],21.635
_01478_,21.62
regfile_inst.RegisterFile\[5\]\[16\],21.62
regfile_inst.RegisterFile\[1\]\[17\],21.55
regfile_inst.RegisterFile\[0\]\[5\],21.54
regfile_inst.RegisterFile\[13\]\[26\],21.54
net140,21.54
regfile_inst.RegisterFile\[23\]\[26\],21.53
_04391_,21.52
regfile_inst.RegisterFile\[2\]\[31\],21.52
_03183_,21.48
_01477_,21.46
_02616_,21.46
_04536_,21.46
regfile_inst.RegisterFile\[21\]\[11\],21.46
regfile_inst.RegisterFile\[6\]\[21\],21.46
regfile_inst.RegisterFile\[6\]\[23\],21.46
regfile_inst.RegisterFile\[13\]\[16\],21.42
regfile_inst.RegisterFile\[7\]\[28\],21.42
_02684_,21.4
_03862_,21.38
_04199_,21.38
regfile_inst.RegisterFile\[16\]\[26\],21.38
regfile_inst.RegisterFile\[25\]\[9\],21.38
regfile_inst.RegisterFile\[27\]\[2\],21.38
regfile_inst.RegisterFile\[30\]\[31\],21.38
regfile_inst.RegisterFile\[2\]\[3\],21.33
regfile_inst.RegisterFile\[2\]\[1\],21.31
_01648_,21.28
_03221_,21.28
regfile_inst.RegisterFile\[0\]\[13\],21.28
regfile_inst.RegisterFile\[3\]\[9\],21.28
_04724_,21.26
regfile_inst.RegisterFile\[20\]\[26\],21.26
_02325_,21.24
_03663_,21.24
_03972_,21.24
regfile_inst.RegisterFile\[11\]\[6\],21.24
_01102_,21.225
net885,21.22
_03109_,21.2
regfile_inst.RegisterFile\[13\]\[28\],21.2
regfile_inst.RegisterFile\[3\]\[22\],21.2
_02584_,21.16
_02620_,21.16
_03625_,21.16
regfile_inst.RegisterFile\[11\]\[17\],21.16
regfile_inst.RegisterFile\[13\]\[6\],21.16
regfile_inst.RegisterFile\[6\]\[6\],21.14
regfile_inst.RegisterFile\[3\]\[13\],21.09
_02906_,21.08
_04615_,21.06
regfile_inst.RegisterFile\[6\]\[4\],21.06
regfile_inst.RegisterFile\[17\]\[18\],21.04
regfile_inst.RegisterFile\[20\]\[28\],21.04
regfile_inst.RegisterFile\[2\]\[4\],21.03
_01572_,21.02
regfile_inst.RegisterFile\[8\]\[12\],21.02
regfile_inst.RegisterFile\[16\]\[20\],20.98
_01776_,20.96
regfile_inst.RegisterFile\[14\]\[23\],20.95
regfile_inst.RegisterFile\[18\]\[20\],20.94
regfile_inst.RegisterFile\[1\]\[16\],20.94
regfile_inst.RegisterFile\[20\]\[31\],20.94
_03715_,20.92
regfile_inst.RegisterFile\[24\]\[23\],20.92
regfile_inst.RegisterFile\[14\]\[1\],20.915
_03061_,20.9
_01636_,20.895
_04083_,20.88
_01615_,20.86
_04139_,20.84
regfile_inst.RegisterFile\[10\]\[14\],20.82
regfile_inst.RegisterFile\[4\]\[3\],20.82
regfile_inst.RegisterFile\[6\]\[18\],20.82
regfile_inst.RegisterFile\[8\]\[7\],20.82
regfile_inst.RegisterFile\[16\]\[10\],20.8
regfile_inst.RegisterFile\[5\]\[17\],20.8
regfile_inst.RegisterFile\[0\]\[1\],20.78
regfile_inst.RegisterFile\[4\]\[18\],20.78
regfile_inst.RegisterFile\[15\]\[14\],20.76
_02636_,20.74
regfile_inst.RegisterFile\[24\]\[12\],20.74
regfile_inst.RegisterFile\[16\]\[7\],20.7
regfile_inst.RegisterFile\[6\]\[0\],20.7
_01138_,20.68
_03910_,20.68
regfile_inst.RegisterFile\[12\]\[4\],20.68
_04698_,20.66
regfile_inst.RegisterFile\[24\]\[28\],20.66
regfile_inst.RegisterFile\[27\]\[8\],20.66
regfile_inst.RegisterFile\[20\]\[4\],20.64
regfile_inst.RegisterFile\[27\]\[28\],20.64
regfile_inst.RegisterFile\[14\]\[4\],20.63
