net,length_um
regfile_inst.RegisterFile\[21\]\[23\],20.62
regfile_inst.RegisterFile\[5\]\[10\],20.6
regfile_inst.RegisterFile\[6\]\[3\],20.6
regfile_inst.RegisterFile\[31\]\[31\],20.59
regfile_inst.RegisterFile\[3\]\[25\],20.56
regfile_inst.RegisterFile\[15\]\[22\],20.55
regfile_inst.RegisterFile\[0\]\[19\],20.52
regfile_inst.RegisterFile\[20\]\[16\],20.5
regfile_inst.RegisterFile\[3\]\[4\],20.5
_04378_,20.48
_01606_,20.46
_04632_,20.44
regfile_inst.RegisterFile\[13\]\[22\],20.44
regfile_inst.RegisterFile\[3\]\[18\],20.44
regfile_inst.RegisterFile\[8\]\[24\],20.44
_01631_,20.42
regfile_inst.RegisterFile\[26\]\[25\],20.42
regfile_inst.RegisterFile\[31\]\[1\],20.42
regfile_inst.RegisterFile\[4\]\[21\],20.42
regfile_inst.RegisterFile\[20\]\[12\],20.4
_01005_,20.385
regfile_inst.RegisterFile\[31\]\[29\],20.38
_01135_,20.34
_04016_,20.34
_03841_,20.33
_04684_,20.32
_01374_,20.3
_01620_,20.3
_03578_,20.28
_00261_,20.245
regfile_inst.RegisterFile\[17\]\[28\],20.24
_03158_,20.2
regfile_inst.RegisterFile\[19\]\[31\],20.2
regfile_inst.RegisterFile\[20\]\[21\],20.18
_01548_,20.14
_03199_,20.12
regfile_inst.RegisterFile\[25\]\[20\],20.12
_03871_,20.1
regfile_inst.RegisterFile\[20\]\[20\],20.1
regfile_inst.RegisterFile\[26\]\[27\],20.09
regfile_inst.RegisterFile\[2\]\[30\],20.09
_02595_,20.08
regfile_inst.RegisterFile\[19\]\[6\],20.08
_02839_,20.06
_03090_,20.04
_04936_,20.04
regfile_inst.RegisterFile\[19\]\[8\],20.04
net1129,20.04
regfile_inst.RegisterFile\[2\]\[19\],20.015
regfile_inst.RegisterFile\[14\]\[28\],20.01
_01251_,20
regfile_inst.RegisterFile\[16\]\[17\],20
regfile_inst.RegisterFile\[2\]\[11\],19.995
_03164_,19.98
net1047,19.96
_04504_,19.94
regfile_inst.RegisterFile\[3\]\[8\],19.94
_03056_,19.92
_03722_,19.9
_04017_,19.9
regfile_inst.RegisterFile\[19\]\[23\],19.9
regfile_inst.RegisterFile\[5\]\[18\],19.9
_01278_,19.88
regfile_inst.RegisterFile\[2\]\[14\],19.87
_01380_,19.86
_01472_,19.86
_04812_,19.86
regfile_inst.RegisterFile\[15\]\[9\],19.84
_02986_,19.8
regfile_inst.RegisterFile\[17\]\[12\],19.8
regfile_inst.RegisterFile\[0\]\[31\],19.78
_01142_,19.74
_03413_,19.74
regfile_inst.RegisterFile\[0\]\[17\],19.74
net768,19.74
regfile_inst.RegisterFile\[30\]\[27\],19.72
regfile_inst.RegisterFile\[17\]\[8\],19.7
regfile_inst.RegisterFile\[7\]\[6\],19.7
regfile_inst.RegisterFile\[2\]\[0\],19.69
regfile_inst.RegisterFile\[26\]\[7\],19.68
regfile_inst.RegisterFile\[29\]\[12\],19.68
regfile_inst.RegisterFile\[27\]\[23\],19.66
regfile_inst.RegisterFile\[4\]\[14\],19.66
regfile_inst.RegisterFile\[22\]\[26\],19.64
regfile_inst.RegisterFile\[12\]\[18\],19.62
_01658_,19.6
regfile_inst.RegisterFile\[31\]\[12\],19.59
regfile_inst.RegisterFile\[29\]\[27\],19.58
regfile_inst.RegisterFile\[11\]\[15\],19.56
regfile_inst.RegisterFile\[24\]\[10\],19.56
regfile_inst.RegisterFile\[29\]\[7\],19.56
regfile_inst.RegisterFile\[18\]\[15\],19.555
_03808_,19.54
regfile_inst.RegisterFile\[1\]\[20\],19.54
regfile_inst.RegisterFile\[9\]\[30\],19.54
regfile_inst.RegisterFile\[5\]\[30\],19.5
regfile_inst.RegisterFile\[26\]\[2\],19.495
regfile_inst.RegisterFile\[25\]\[10\],19.48
_02635_,19.46
regfile_inst.RegisterFile\[19\]\[29\],19.46
regfile_inst.RegisterFile\[28\]\[16\],19.42
_03495_,19.4
_03712_,19.4
_04070_,19.4
_04612_,19.4
_04691_,19.4
regfile_inst.RegisterFile\[15\]\[0\],19.4
regfile_inst.RegisterFile\[15\]\[26\],19.38
regfile_inst.RegisterFile\[5\]\[4\],19.38
regfile_inst.RegisterFile\[8\]\[9\],19.38
regfile_inst.RegisterFile\[15\]\[7\],19.36
net755,19.36
_01535_,19.34
regfile_inst.RegisterFile\[0\]\[0\],19.34
regfile_inst.RegisterFile\[12\]\[9\],19.34
_04566_,19.32
_01088_,19.3
_03195_,19.28
regfile_inst.RegisterFile\[15\]\[17\],19.28
_01692_,19.26
_03965_,19.24
regfile_inst.RegisterFile\[16\]\[3\],19.24
regfile_inst.RegisterFile\[26\]\[20\],19.24
regfile_inst.RegisterFile\[18\]\[2\],19.225
regfile_inst.RegisterFile\[31\]\[18\],19.22
regfile_inst.RegisterFile\[18\]\[21\],19.2
regfile_inst.RegisterFile\[24\]\[6\],19.2
regfile_inst.RegisterFile\[9\]\[25\],19.2
regfile_inst.RegisterFile\[10\]\[7\],19.18
regfile_inst.RegisterFile\[11\]\[30\],19.18
regfile_inst.RegisterFile\[6\]\[1\],19.18
inputB[18],19.15
_04505_,19.14
regfile_inst.RegisterFile\[29\]\[11\],19.14
regfile_inst.RegisterFile\[29\]\[30\],19.14
regfile_inst.RegisterFile\[24\]\[22\],19.12
regfile_inst.RegisterFile\[10\]\[26\],19.1
_01115_,19.08
_02213_,19.08
regfile_inst.RegisterFile\[15\]\[20\],19.08
regfile_inst.RegisterFile\[6\]\[26\],19.08
_01000_,19.065
_02200_,19.06
_02397_,19.06
_03299_,19.06
regfile_inst.RegisterFile\[25\]\[4\],19.06
_04886_,19.04
regfile_inst.RegisterFile\[15\]\[24\],19.04
regfile_inst.RegisterFile\[30\]\[19\],19.03
regfile_inst.RegisterFile\[10\]\[17\],19.01
regfile_inst.RegisterFile\[14\]\[14\],19.01
regfile_inst.RegisterFile\[26\]\[26\],19
regfile_inst.RegisterFile\[9\]\[12\],19
_00303_,18.985
_03634_,18.98
_03705_,18.98
regfile_inst.RegisterFile\[5\]\[1\],18.98
regfile_inst.RegisterFile\[6\]\[22\],18.98
net94,18.98
regfile_inst.RegisterFile\[0\]\[11\],18.96
regfile_inst.RegisterFile\[1\]\[1\],18.96
regfile_inst.RegisterFile\[30\]\[29\],18.945
_01294_,18.94
_03144_,18.94
_03304_,18.94
_03432_,18.94
_04832_,18.92
regfile_inst.RegisterFile\[29\]\[23\],18.9
_01511_,18.86
_00991_,18.845
regfile_inst.RegisterFile\[28\]\[21\],18.82
regfile_inst.RegisterFile\[9\]\[27\],18.82
_01494_,18.8
_00308_,18.785
regfile_inst.RegisterFile\[12\]\[15\],18.78
regfile_inst.RegisterFile\[24\]\[18\],18.78
regfile_inst.RegisterFile\[24\]\[20\],18.78
_00321_,18.76
regfile_inst.RegisterFile\[20\]\[1\],18.76
_03883_,18.74
regfile_inst.RegisterFile\[12\]\[12\],18.74
net981,18.74
_01581_,18.72
regfile_inst.RegisterFile\[22\]\[28\],18.705
regfile_inst.RegisterFile\[20\]\[10\],18.7
regfile_inst.RegisterFile\[20\]\[27\],18.7
regfile_inst.RegisterFile\[25\]\[1\],18.68
_04755_,18.66
_02047_,18.64
regfile_inst.RegisterFile\[12\]\[24\],18.64
_01707_,18.62
regfile_inst.RegisterFile\[14\]\[15\],18.62
regfile_inst.RegisterFile\[19\]\[20\],18.62
_01600_,18.6
regfile_inst.RegisterFile\[12\]\[17\],18.59
regfile_inst.RegisterFile\[11\]\[13\],18.58
regfile_inst.RegisterFile\[14\]\[20\],18.57
net921,18.56
_03103_,18.52
_04549_,18.52
net1017,18.52
regfile_inst.RegisterFile\[18\]\[10\],18.49
_04696_,18.48
regfile_inst.RegisterFile\[13\]\[19\],18.46
_01373_,18.44
_02580_,18.44
regfile_inst.RegisterFile\[12\]\[6\],18.44
regfile_inst.RegisterFile\[25\]\[19\],18.44
regfile_inst.RegisterFile\[29\]\[18\],18.44
regfile_inst.RegisterFile\[9\]\[22\],18.44
regfile_inst.RegisterFile\[0\]\[4\],18.4
regfile_inst.RegisterFile\[17\]\[13\],18.4
regfile_inst.RegisterFile\[24\]\[5\],18.4
_01430_,18.38
regfile_inst.RegisterFile\[13\]\[11\],18.38
regfile_inst.RegisterFile\[1\]\[27\],18.38
_00252_,18.365
_01464_,18.36
_01782_,18.36
_02702_,18.36
_04658_,18.36
regfile_inst.RegisterFile\[21\]\[6\],18.36
net1141,18.36
regfile_inst.RegisterFile\[30\]\[15\],18.355
_00229_,18.34
_03170_,18.34
regfile_inst.RegisterFile\[0\]\[23\],18.32
regfile_inst.RegisterFile\[11\]\[26\],18.32
regfile_inst.RegisterFile\[19\]\[27\],18.32
regfile_inst.RegisterFile\[25\]\[6\],18.32
net149,18.28
net918,18.28
regfile_inst.RegisterFile\[31\]\[10\],18.26
_04315_,18.22
regfile_inst.RegisterFile\[12\]\[7\],18.2
regfile_inst.RegisterFile\[29\]\[19\],18.18
regfile_inst.RegisterFile\[7\]\[14\],18.18
_03271_,18.16
_03724_,18.16
_05001_,18.16
regfile_inst.RegisterFile\[22\]\[12\],18.16
regfile_inst.RegisterFile\[26\]\[8\],18.16
_03978_,18.14
_04299_,18.12
regfile_inst.RegisterFile\[16\]\[14\],18.12
_01484_,18.1
_02613_,18.1
net828,18.1
_01593_,18.08
regfile_inst.RegisterFile\[22\]\[18\],18.08
net315,18.06
_03014_,18.04
regfile_inst.RegisterFile\[18\]\[12\],18.03
_01432_,18.02
_03671_,18.02
regfile_inst.RegisterFile\[17\]\[16\],18.02
regfile_inst.RegisterFile\[9\]\[5\],18.02
regfile_inst.RegisterFile\[2\]\[27\],18.015
_04771_,18
regfile_inst.RegisterFile\[29\]\[2\],17.98
regfile_inst.RegisterFile\[6\]\[16\],17.98
regfile_inst.RegisterFile\[8\]\[28\],17.98
regfile_inst.RegisterFile\[2\]\[2\],17.97
net1140,17.96
_04618_,17.94
regfile_inst.RegisterFile\[19\]\[28\],17.94
regfile_inst.RegisterFile\[21\]\[28\],17.94
regfile_inst.RegisterFile\[28\]\[18\],17.94
inputB[4],17.93
_01323_,17.92
_01211_,17.91
regfile_inst.RegisterFile\[16\]\[8\],17.86
net86,17.86
regfile_inst.RegisterFile\[15\]\[25\],17.84
inputB[8],17.83
inputB[9],17.83
_01497_,17.82
_04419_,17.82
regfile_inst.RegisterFile\[3\]\[28\],17.82
net923,17.82
regfile_inst.RegisterFile\[30\]\[8\],17.81
net454,17.8
_00583_,17.785
_00577_,17.765
_00515_,17.76
_01396_,17.76
_03989_,17.76
_04922_,17.76
regfile_inst.RegisterFile\[21\]\[26\],17.76
_02850_,17.74
regfile_inst.RegisterFile\[1\]\[4\],17.74
regfile_inst.RegisterFile\[15\]\[5\],17.72
regfile_inst.RegisterFile\[20\]\[30\],17.7
_02888_,17.68
_04904_,17.68
regfile_inst.RegisterFile\[9\]\[8\],17.68
_01465_,17.66
_02059_,17.64
_04368_,17.64
_04578_,17.64
regfile_inst.RegisterFile\[18\]\[8\],17.635
regfile_inst.RegisterFile\[14\]\[13\],17.625
_02179_,17.62
_04796_,17.62
regfile_inst.RegisterFile\[16\]\[18\],17.62
regfile_inst.RegisterFile\[8\]\[14\],17.62
net228,17.62
regfile_inst.RegisterFile\[1\]\[8\],17.61
_01544_,17.6
_01657_,17.6
_03424_,17.595
_04716_,17.58
regfile_inst.RegisterFile\[16\]\[16\],17.56
regfile_inst.RegisterFile\[8\]\[22\],17.56
regfile_inst.RegisterFile\[9\]\[28\],17.56
_04933_,17.54
_04976_,17.54
regfile_inst.RegisterFile\[15\]\[15\],17.54
_00883_,17.52
regfile_inst.RegisterFile\[0\]\[20\],17.52
regfile_inst.RegisterFile\[30\]\[22\],17.51
_02942_,17.48
regfile_inst.RegisterFile\[0\]\[28\],17.48
regfile_inst.RegisterFile\[0\]\[3\],17.48
regfile_inst.RegisterFile\[13\]\[14\],17.48
regfile_inst.RegisterFile\[17\]\[21\],17.48
regfile_inst.RegisterFile\[27\]\[21\],17.48
_02208_,17.46
_04682_,17.46
regfile_inst.RegisterFile\[15\]\[11\],17.45
regfile_inst.RegisterFile\[4\]\[4\],17.45
regfile_inst.RegisterFile\[27\]\[10\],17.44
regfile_inst.RegisterFile\[28\]\[22\],17.44
net615,17.42
regfile_inst.RegisterFile\[11\]\[14\],17.4
regfile_inst.RegisterFile\[27\]\[22\],17.4
regfile_inst.RegisterFile\[10\]\[4\],17.38
regfile_inst.RegisterFile\[14\]\[29\],17.375
regfile_inst.RegisterFile\[22\]\[17\],17.365
_03522_,17.36
_04649_,17.36
regfile_inst.RegisterFile\[1\]\[26\],17.36
regfile_inst.RegisterFile\[30\]\[1\],17.36
_03661_,17.34
_04084_,17.34
regfile_inst.RegisterFile\[1\]\[5\],17.34
regfile_inst.RegisterFile\[30\]\[30\],17.335
regfile_inst.RegisterFile\[12\]\[16\],17.32
regfile_inst.RegisterFile\[18\]\[0\],17.315
_01068_,17.305
regfile_inst.RegisterFile\[18\]\[25\],17.295
regfile_inst.RegisterFile\[30\]\[26\],17.295
net84,17.295
_01305_,17.28
regfile_inst.RegisterFile\[27\]\[20\],17.28
regfile_inst.RegisterFile\[2\]\[22\],17.27
_01442_,17.26
regfile_inst.RegisterFile\[22\]\[2\],17.25
_04638_,17.22
_04727_,17.22
regfile_inst.RegisterFile\[12\]\[23\],17.22
_02476_,17.2
_03140_,17.2
regfile_inst.RegisterFile\[21\]\[10\],17.2
_03539_,17.18
net426,17.18
regfile_inst.RegisterFile\[12\]\[14\],17.14
regfile_inst.RegisterFile\[18\]\[1\],17.135
_01371_,17.13
_02618_,17.12
_03660_,17.08
_01342_,17.06
_04256_,17.06
regfile_inst.RegisterFile\[10\]\[28\],17.06
regfile_inst.RegisterFile\[10\]\[30\],17.06
_01582_,17.04
net1210,17.04
_03437_,17.02
_03624_,17.02
regfile_inst.RegisterFile\[0\]\[30\],17.02
regfile_inst.RegisterFile\[1\]\[11\],17.02
regfile_inst.RegisterFile\[27\]\[27\],17.02
regfile_inst.RegisterFile\[29\]\[5\],17.02
_01355_,17.01
inputB[14],17.01
regfile_inst.RegisterFile\[5\]\[31\],17
net681,17
regfile_inst.RegisterFile\[12\]\[30\],16.98
regfile_inst.RegisterFile\[3\]\[30\],16.98
regfile_inst.RegisterFile\[17\]\[2\],16.96
regfile_inst.RegisterFile\[14\]\[12\],16.95
regfile_inst.RegisterFile\[18\]\[6\],16.945
regfile_inst.RegisterFile\[31\]\[9\],16.94
_00543_,16.925
regfile_inst.RegisterFile\[14\]\[0\],16.915
_04021_,16.9
_04165_,16.9
regfile_inst.RegisterFile\[23\]\[20\],16.9
net632,16.9
_02612_,16.88
_04396_,16.88
regfile_inst.RegisterFile\[25\]\[2\],16.86
regfile_inst.RegisterFile\[23\]\[14\],16.84
_03678_,16.82
_02201_,16.78
regfile_inst.RegisterFile\[13\]\[8\],16.78
regfile_inst.RegisterFile\[1\]\[2\],16.78
regfile_inst.RegisterFile\[9\]\[18\],16.78
regfile_inst.RegisterFile\[14\]\[22\],16.775
regfile_inst.RegisterFile\[14\]\[24\],16.77
regfile_inst.RegisterFile\[12\]\[1\],16.76
regfile_inst.RegisterFile\[1\]\[0\],16.76
regfile_inst.RegisterFile\[20\]\[25\],16.76
regfile_inst.RegisterFile\[8\]\[31\],16.76
_03547_,16.755
_03968_,16.74
regfile_inst.RegisterFile\[16\]\[11\],16.72
regfile_inst.RegisterFile\[9\]\[23\],16.72
_01590_,16.7
_02062_,16.7
regfile_inst.RegisterFile\[13\]\[10\],16.7
regfile_inst.RegisterFile\[28\]\[4\],16.68
_00702_,16.665
_02751_,16.66
_03081_,16.66
regfile_inst.RegisterFile\[19\]\[15\],16.66
regfile_inst.RegisterFile\[14\]\[5\],16.645
_01541_,16.62
net667,16.62
_02717_,16.6
_03688_,16.6
_04080_,16.6
_05062_,16.6
_00866_,16.585
regfile_inst.RegisterFile\[26\]\[0\],16.54
_01291_,16.52
_03514_,16.52
_04923_,16.52
net573,16.52
_01670_,16.48
_03092_,16.48
regfile_inst.RegisterFile\[13\]\[25\],16.48
regfile_inst.RegisterFile\[15\]\[16\],16.48
regfile_inst.RegisterFile\[1\]\[24\],16.48
regfile_inst.RegisterFile\[2\]\[28\],16.475
_01168_,16.47
_00820_,16.465
regfile_inst.RegisterFile\[28\]\[15\],16.46
net1150,16.46
_01378_,16.44
regfile_inst.RegisterFile\[12\]\[10\],16.44
regfile_inst.RegisterFile\[12\]\[26\],16.44
regfile_inst.RegisterFile\[28\]\[17\],16.44
_03525_,16.42
regfile_inst.RegisterFile\[18\]\[7\],16.42
_01390_,16.4
regfile_inst.RegisterFile\[11\]\[16\],16.4
_00101_,16.385
_01096_,16.385
regfile_inst.RegisterFile\[9\]\[31\],16.36
net1071,16.36
_00627_,16.345
_04674_,16.34
_04958_,16.34
regfile_inst.RegisterFile\[25\]\[5\],16.34
regfile_inst.RegisterFile\[26\]\[17\],16.33
_04142_,16.32
regfile_inst.RegisterFile\[21\]\[19\],16.32
regfile_inst.RegisterFile\[20\]\[15\],16.3
_00306_,16.285
regfile_inst.RegisterFile\[26\]\[28\],16.265
regfile_inst.RegisterFile\[0\]\[8\],16.26
regfile_inst.RegisterFile\[12\]\[3\],16.26
regfile_inst.RegisterFile\[4\]\[1\],16.26
regfile_inst.RegisterFile\[5\]\[6\],16.26
_01557_,16.24
regfile_inst.RegisterFile\[17\]\[9\],16.24
regfile_inst.RegisterFile\[20\]\[9\],16.24
regfile_inst.RegisterFile\[31\]\[30\],16.24
regfile_inst.RegisterFile\[3\]\[11\],16.24
RD1[27],16.23
_03038_,16.22
_03499_,16.22
_03611_,16.22
_04024_,16.22
regfile_inst.RegisterFile\[11\]\[8\],16.22
regfile_inst.RegisterFile\[7\]\[20\],16.22
regfile_inst.RegisterFile\[9\]\[15\],16.22
_00508_,16.205
_00647_,16.205
_01076_,16.205
_03075_,16.2
_04642_,16.2
_03905_,16.18
regfile_inst.RegisterFile\[21\]\[15\],16.18
_00253_,16.175
_03615_,16.16
regfile_inst.RegisterFile\[30\]\[18\],16.15
_01209_,16.14
net596,16.14
regfile_inst.RegisterFile\[14\]\[7\],16.125
regfile_inst.RegisterFile\[18\]\[23\],16.125
regfile_inst.RegisterFile\[23\]\[17\],16.12
regfile_inst.RegisterFile\[2\]\[10\],16.11
_02077_,16.1
_02599_,16.1
_04516_,16.1
net318,16.1
_02235_,16.08
_04814_,16.08
net817,16.08
_00244_,16.06
_01689_,16.06
_02564_,16.06
_02861_,16.06
regfile_inst.RegisterFile\[3\]\[29\],16.04
_02688_,16.03
regfile_inst.RegisterFile\[1\]\[19\],16.02
regfile_inst.RegisterFile\[6\]\[20\],16.02
regfile_inst.RegisterFile\[7\]\[11\],16.02
regfile_inst.RegisterFile\[9\]\[3\],16
_01610_,15.98
_01734_,15.98
_01737_,15.98
regfile_inst.RegisterFile\[23\]\[16\],15.98
net1065,15.98
_00317_,15.965
_04574_,15.96
regfile_inst.RegisterFile\[20\]\[7\],15.96
_01281_,15.95
regfile_inst.RegisterFile\[24\]\[26\],15.94
regfile_inst.RegisterFile\[18\]\[30\],15.93
_01362_,15.92
_01412_,15.92
net626,15.92
regfile_inst.RegisterFile\[2\]\[29\],15.915
_01587_,15.9
net260,15.88
regfile_inst.RegisterFile\[17\]\[7\],15.86
regfile_inst.RegisterFile\[1\]\[3\],15.86
_02762_,15.84
_04896_,15.84
regfile_inst.RegisterFile\[19\]\[14\],15.84
_01601_,15.835
_00837_,15.805
_01476_,15.8
_02615_,15.8
_03509_,15.78
_03594_,15.78
_01716_,15.76
regfile_inst.RegisterFile\[13\]\[27\],15.76
regfile_inst.RegisterFile\[14\]\[3\],15.75
_03252_,15.74
_03279_,15.74
_01074_,15.725
_03333_,15.72
_04463_,15.72
_04867_,15.72
regfile_inst.RegisterFile\[25\]\[21\],15.72
_02573_,15.7
_00509_,15.695
regfile_inst.RegisterFile\[0\]\[27\],15.68
regfile_inst.RegisterFile\[20\]\[6\],15.68
net148,15.68
_00532_,15.645
_00836_,15.645
_02014_,15.64
regfile_inst.RegisterFile\[11\]\[9\],15.64
inputB[6],15.63
regfile_inst.RegisterFile\[15\]\[18\],15.63
_00562_,15.62
_04383_,15.62
regfile_inst.RegisterFile\[21\]\[18\],15.62
net599,15.62
_03380_,15.6
regfile_inst.RegisterFile\[0\]\[24\],15.6
regfile_inst.RegisterFile\[17\]\[27\],15.6
regfile_inst.RegisterFile\[20\]\[2\],15.6
regfile_inst.RegisterFile\[31\]\[15\],15.6
regfile_inst.RegisterFile\[3\]\[3\],15.6
regfile_inst.RegisterFile\[7\]\[12\],15.6
net533,15.6
_01994_,15.56
regfile_inst.RegisterFile\[1\]\[23\],15.56
_01449_,15.55
_00902_,15.54
_04456_,15.52
regfile_inst.RegisterFile\[19\]\[11\],15.52
regfile_inst.RegisterFile\[20\]\[29\],15.52
_03206_,15.5
_03419_,15.5
net175,15.5
regfile_inst.RegisterFile\[14\]\[31\],15.495
_01571_,15.48
_04089_,15.48
regfile_inst.RegisterFile\[10\]\[6\],15.48
regfile_inst.RegisterFile\[26\]\[19\],15.48
regfile_inst.RegisterFile\[7\]\[4\],15.48
_01405_,15.46
_03915_,15.46
_05012_,15.46
_01431_,15.44
_01693_,15.44
net552,15.44
_04537_,15.42
regfile_inst.RegisterFile\[23\]\[15\],15.42
_04818_,15.4
regfile_inst.RegisterFile\[19\]\[10\],15.4
regfile_inst.RegisterFile\[24\]\[30\],15.4
regfile_inst.RegisterFile\[27\]\[7\],15.4
_00538_,15.385
regfile_inst.RegisterFile\[3\]\[27\],15.38
net87,15.38
net877,15.38
regfile_inst.RegisterFile\[16\]\[23\],15.36
_01532_,15.34
_01589_,15.34
_01682_,15.34
_04461_,15.34
_04903_,15.34
regfile_inst.RegisterFile\[24\]\[14\],15.34
_01744_,15.32
regfile_inst.RegisterFile\[1\]\[31\],15.32
_01473_,15.3
_04112_,15.3
regfile_inst.RegisterFile\[14\]\[2\],15.29
regfile_inst.RegisterFile\[26\]\[9\],15.29
regfile_inst.RegisterFile\[15\]\[27\],15.28
net721,15.28
_02079_,15.26
_02799_,15.26
_03258_,15.26
_03105_,15.22
_03423_,15.22
regfile_inst.RegisterFile\[11\]\[24\],15.22
_00448_,15.2
_01566_,15.2
regfile_inst.RegisterFile\[0\]\[26\],15.2
regfile_inst.RegisterFile\[19\]\[24\],15.19
_00550_,15.185
_02589_,15.18
_04548_,15.18
_04957_,15.18
regfile_inst.RegisterFile\[0\]\[9\],15.18
regfile_inst.RegisterFile\[13\]\[15\],15.18
regfile_inst.RegisterFile\[15\]\[1\],15.18
regfile_inst.RegisterFile\[7\]\[31\],15.18
_00451_,15.165
_01485_,15.14
_01559_,15.14
regfile_inst.RegisterFile\[11\]\[2\],15.14
regfile_inst.RegisterFile\[1\]\[14\],15.14
regfile_inst.RegisterFile\[31\]\[16\],15.14
regfile_inst.RegisterFile\[5\]\[2\],15.14
net1026,15.12
_01345_,15.1
_01614_,15.1
_01747_,15.1
_03893_,15.1
net797,15.1
regfile_inst.RegisterFile\[20\]\[18\],15.08
regfile_inst.RegisterFile\[6\]\[5\],15.08
net685,15.08
_03150_,15.06
regfile_inst.RegisterFile\[15\]\[4\],15.06
regfile_inst.RegisterFile\[24\]\[19\],15.06
regfile_inst.RegisterFile\[6\]\[10\],15.06
net697,15.04
_00316_,15.025
_01223_,15.02
_03549_,15.02
regfile_inst.RegisterFile\[13\]\[31\],15.02
regfile_inst.RegisterFile\[22\]\[25\],15.02
regfile_inst.RegisterFile\[24\]\[25\],15.02
regfile_inst.RegisterFile\[29\]\[31\],15.02
_01523_,15
regfile_inst.RegisterFile\[19\]\[5\],14.98
regfile_inst.RegisterFile\[7\]\[15\],14.98
_01241_,14.96
_01279_,14.96
net223,14.96
_04446_,14.94
regfile_inst.RegisterFile\[25\]\[3\],14.94
net535,14.94
_01327_,14.92
_03389_,14.92
regfile_inst.RegisterFile\[7\]\[2\],14.92
net670,14.92
RD2[14],14.91
_04664_,14.9
_03322_,14.88
_04090_,14.88
regfile_inst.RegisterFile\[3\]\[1\],14.88
regfile_inst.RegisterFile\[5\]\[5\],14.88
regfile_inst.RegisterFile\[8\]\[4\],14.88
regfile_inst.RegisterFile\[9\]\[4\],14.88
_01750_,14.86
_00802_,14.845
_04095_,14.84
_01761_,14.8
_04464_,14.8
_04590_,14.8
net1021,14.8
_02590_,14.78
regfile_inst.RegisterFile\[1\]\[6\],14.78
_02377_,14.76
_03072_,14.76
_03435_,14.76
_03599_,14.76
regfile_inst.RegisterFile\[20\]\[19\],14.74
regfile_inst.RegisterFile\[25\]\[18\],14.74
_01616_,14.72
_04123_,14.72
regfile_inst.RegisterFile\[11\]\[10\],14.72
regfile_inst.RegisterFile\[15\]\[2\],14.72
_04294_,14.7
regfile_inst.RegisterFile\[1\]\[28\],14.68
regfile_inst.RegisterFile\[4\]\[28\],14.68
_04915_,14.66
regfile_inst.RegisterFile\[29\]\[21\],14.66
_02204_,14.64
_02563_,14.64
_02712_,14.64
regfile_inst.RegisterFile\[8\]\[16\],14.64
net669,14.64
_01710_,14.6
regfile_inst.RegisterFile\[27\]\[26\],14.6
_03706_,14.58
_03970_,14.58
_02919_,14.56
regfile_inst.RegisterFile\[26\]\[30\],14.56
regfile_inst.RegisterFile\[28\]\[11\],14.56
regfile_inst.RegisterFile\[4\]\[25\],14.56
_03169_,14.54
regfile_inst.RegisterFile\[25\]\[15\],14.54
_02207_,14.5
_03010_,14.5
_04060_,14.5
regfile_inst.RegisterFile\[5\]\[11\],14.5
_02020_,14.48
_02621_,14.48
_00632_,14.465
_02594_,14.46
_02921_,14.46
regfile_inst.RegisterFile\[23\]\[8\],14.46
net214,14.46
_02701_,14.44
_03944_,14.44
regfile_inst.RegisterFile\[11\]\[19\],14.44
_01875_,14.42
_02461_,14.42
_02859_,14.42
_04453_,14.42
regfile_inst.RegisterFile\[24\]\[16\],14.42
regfile_inst.RegisterFile\[4\]\[12\],14.42
net1165,14.42
regfile_inst.RegisterFile\[18\]\[11\],14.41
_01654_,14.4
RD1[11],14.39
_03254_,14.38
regfile_inst.RegisterFile\[23\]\[10\],14.38
regfile_inst.RegisterFile\[6\]\[31\],14.38
net1123,14.38
_01269_,14.36
regfile_inst.RegisterFile\[5\]\[0\],14.36
net679,14.35
_03913_,14.34
_04833_,14.34
_01551_,14.32
_03986_,14.32
_00359_,14.3
_04630_,14.3
regfile_inst.RegisterFile\[25\]\[30\],14.3
regfile_inst.RegisterFile\[30\]\[5\],14.29
_01499_,14.28
_04178_,14.26
regfile_inst.RegisterFile\[3\]\[2\],14.26
regfile_inst.RegisterFile\[7\]\[3\],14.26
_04417_,14.24
_01185_,14.235
_00275_,14.205
_00300_,14.2
_03673_,14.2
regfile_inst.RegisterFile\[19\]\[1\],14.2
regfile_inst.RegisterFile\[14\]\[19\],14.19
regfile_inst.RegisterFile\[22\]\[9\],14.19
regfile_inst.RegisterFile\[23\]\[19\],14.18
regfile_inst.RegisterFile\[4\]\[13\],14.18
net1153,14.18
regfile_inst.RegisterFile\[19\]\[3\],14.14
regfile_inst.RegisterFile\[21\]\[14\],14.14
regfile_inst.RegisterFile\[9\]\[21\],14.14
net333,14.14
_03033_,14.12
net1137,14.12
regfile_inst.RegisterFile\[0\]\[12\],14.1
regfile_inst.RegisterFile\[17\]\[19\],14.1
clknet_leaf_95_clk,14.1
_04169_,14.08
net880,14.08
regfile_inst.RegisterFile\[8\]\[3\],14.06
_00034_,14.045
_01668_,14.04
_04921_,14.04
regfile_inst.RegisterFile\[31\]\[28\],14.04
_03000_,14.02
regfile_inst.RegisterFile\[28\]\[19\],14.02
_01010_,14
