net,length_um
_00_,34.65
net5,26.02
net1,20.32
net7,18.06
net2,16.1
net6,14.52
_04_,13.54
net3,9.78
in[4],9.64
out[2],9.64
out[3],9.64
_07_,9.4
in[2],9.4
in[3],9.4
out[5],8.96
in[5],8.72
out[4],8.5
_01_,8.44
net13,7.94
_06_,7.8
in[1],7.69
net14,7.52
net4,6.72
out[1],6.69
in[6],5.97
net8,5.84
out[0],5.75
net12,5.68
in[7],5.63
out[7],5.53
net9,5.02
out[6],4.73
in[0],4.61
net11,3.88
net10,3.42
_08_,3.08
_02_,2.5
_03_,2.3
net15,2.06
net16,1.72
_05_,1.26
