net,length_um
_0339_,491.84
_0072_,491.74
RF.registers\[15\]\[21\],491.31
_0968_,491.22
clknet_2_2_0_clk,490.95
net307,490.86
RF.registers\[15\]\[10\],490.25
_1151_,490.16
_0903_,489.76
net388,489.44
net94,489.36
RF.registers\[0\]\[14\],488.62
_0230_,488.48
net246,487.815
RF.registers\[15\]\[2\],487.52
net238,487.24
net160,486.92
net190,486.38
_0725_,486.2
_0464_,484.23
_0983_,484.08
net341,483.18
net385,482.36
net151,482.34
net371,482.24
_0331_,481.08
_0840_,479.82
_0020_,479.2
_1066_,479.16
net59,477.635
net175,477.5
_0094_,476.78
_0248_,475.78
_0949_,475.62
net290,475.28
_1117_,474.98
_0026_,474.88
_0791_,473.52
net374,473.26
_0663_,473.22
net398,473.13
net42,472.62
_0861_,472.58
_1244_,472.22
_0128_,471.7
net403,470.72
_0085_,470.52
_0278_,469.86
_0410_,469.56
_0853_,469.54
_0871_,469.08
RF.registers\[15\]\[5\],468.01
RF.registers\[25\]\[24\],467.72
_0245_,467.4
net154,467.18
_0065_,467.1
_0685_,466.8
_0317_,466.62
_0870_,466.515
net70,466.36
net247,466.04
_1016_,465.72
_1206_,465.68
_0493_,465.65
net123,465
net180,464.9
net399,464.79
_1047_,464.76
net437,464.32
net335,463.62
net168,463.4
net152,462.76
_1285_,461.96
net252,461.52
_0165_,461.3
net409,460.9
RF.registers\[5\]\[20\],460
_0238_,459.9
net185,458.62
_0629_,458.57
_1122_,458.32
net302,457.56
_0624_,456.78
_0841_,456.51
net282,456.335
_0779_,455.28
net233,454.72
_0602_,454.52
net201,454.48
_0134_,453.4
_1077_,453.38
net153,452.82
_0819_,451.62
_0696_,451.34
_0972_,450.3
_0045_,450.1
_1054_,449.5
net60,447.76
_0730_,446.98
_1162_,446.88
RF.registers\[0\]\[29\],446.66
_0241_,446.66
_0825_,445.77
_1209_,445.46
_0823_,443.235
_0171_,443.12
net377,441.83
_1040_,441.7
net434,441.6
_0255_,440.41
net386,439.71
net156,439.28
_0684_,435.88
_0721_,435.48
_1219_,434.9
net284,433.94
_0131_,433.72
net411,433.28
_0111_,433.26
_1150_,432.88
_1012_,432.16
RF.registers\[0\]\[26\],430.115
net436,429.12
RF.registers\[0\]\[2\],427.22
_1031_,426.84
_0074_,424.98
_0967_,424.82
_0204_,424.26
_0777_,422.62
net241,422.42
net64,422.4
_0103_,422.16
_1011_,421.66
_0863_,421.38
_0783_,420.84
_0396_,420.52
_0018_,420.24
net57,420.22
_0661_,419.64
_0642_,418.74
SSD.sel\[0\],417.46
net113,416.8
net141,416.52
net93,416.4
_1170_,415.22
_1095_,413.84
net376,412.74
_1105_,408.48
_0406_,408.01
_1225_,407.52
net139,407.32
_1173_,407.06
net55,406.56
_1276_,406.5
_1226_,406.42
_0722_,405.04
_0832_,404.445
_0675_,404.24
net225,403.56
_0820_,403.46
net183,403.38
_0678_,403.26
_0038_,403.14
net80,402.45
_0411_,402.24
net410,401.56
net313,401.5
_1269_,401.18
net204,400.66
_1030_,399.6
net219,399.12
_1142_,399.04
_1202_,398.12
net205,395.62
_0400_,395.18
_0616_,395.04
net272,394.02
_0750_,393.42
_0864_,392.54
_1287_,392
_1038_,391.92
net298,391.44
RF.registers\[5\]\[2\],391.34
_1198_,391.18
_0351_,390.64
_0156_,389.54
_1180_,389.06
net300,388.58
_0898_,388.5
net407,387.9
net71,387.815
_0974_,386.28
net99,385.9
net280,385.72
_0107_,385.02
net107,384.72
net224,384.58
_0150_,384.02
_0031_,383.84
_0280_,383.84
_0804_,383.38
_0183_,382.12
_0242_,381.86
_0218_,381.28
net390,381.28
net281,380.86
_1018_,380.74
_0164_,379.94
_0731_,379.52
_0552_,379.42
_1094_,379.24
_0523_,378.76
_0398_,377.7
ID.pc\[0\],377.58
net122,377.24
net382,376.3
_0548_,376.09
_0627_,375.68
net365,374.7
_0076_,374.26
net262,372.64
net245,370.94
_0818_,370.74
_0899_,370.12
net142,368.18
_0210_,367.42
_0901_,367.42
net312,367.28
_1236_,365.68
_0324_,365.52
_0151_,364.78
_0753_,364.34
_1210_,363.16
_0655_,362.58
_0547_,361.56
_0639_,360.3
net380,360.04
_0695_,358.48
_0546_,357.56
_0676_,356.26
SSD.sel\[1\],356.08
_0205_,355.9
net349,355.88
net208,355.34
_0341_,355.24
_0979_,354.04
_0457_,353.84
_0061_,353.7
_0021_,352.89
_0803_,352.26
_1159_,351.5
_1140_,351.28
_0132_,351.24
_1214_,351.2
_0415_,351.06
net191,350.36
_0752_,349.32
_0261_,349
_0862_,348.72
net145,346.82
_0386_,346.5
_1032_,345.535
_0244_,344.84
_0181_,344.36
net395,343.82
_0620_,343.04
_0938_,342.44
_0329_,341.94
_0071_,339.68
_0264_,339.2
_0474_,337.7
_0643_,337.08
_0852_,336.45
SSD.count\[7\],334.16
RF.registers\[10\]\[14\],334.1
net77,332.42
net293,332.04
net170,331.56
_0828_,330.88
_0741_,330.44
_0929_,329.46
_0301_,329
_0362_,328.68
_0999_,328.16
net193,327.66
net215,327.62
_0303_,326.74
net381,325.94
_0304_,324.08
net310,322.72
net289,322.52
_0126_,321.3
_0865_,321.24
_1126_,320.86
_0060_,320.72
_0769_,320.2
net249,319.36
_0458_,318.86
_1185_,318.76
net58,317.27
net146,317.1
_0326_,316.74
RF.registers\[15\]\[30\],316.18
_1056_,315.4
net357,315.17
ID.pc\[1\],314.66
_0285_,312.82
_0625_,312
net397,309.39
_0079_,309.02
_1213_,308.76
_0198_,307.82
net98,307.8
net278,306.86
net402,306.82
_0500_,306.58
net133,305.68
_0653_,305.48
_0958_,305.33
_0948_,305.1
net116,304.96
RF.registers\[0\]\[13\],304.16
_0498_,304.08
_0636_,304.04
net105,304
_0756_,303.675
_0015_,303.02
_0941_,302.72
_0954_,302.5
_0683_,302.44
_0896_,302.165
net269,301.62
_1059_,301.5
_0440_,301.48
net106,300.7
_0509_,300.68
net197,299.68
net118,298.64
_0900_,298.16
net119,297.86
net396,297.76
net370,297.74
_0083_,297.4
net268,296.22
net132,294.62
_0441_,294.21
net400,293.39
net426,293.35
net102,292.68
_0609_,292.58
net430,292.48
_1263_,290.7
net214,290.28
net230,289.8
net131,289.715
_0772_,289.71
_0158_,289.54
_0963_,289.36
net19,288.78
_0417_,288.41
net192,287.86
_0022_,287.48
_0508_,287.18
_0008_,286.58
_0573_,285.96
_1061_,285.56
net324,284.68
net103,283.6
_0989_,283.34
_0589_,283.02
_0319_,282.22
_0213_,281.7
net72,280.42
net378,280.04
_1123_,279.22
net134,278.98
_0014_,278.88
net76,278.3
_0955_,277.98
_0249_,277.78
net52,277
_0348_,276.98
_0260_,276.34
_1115_,276.3
_1036_,275.64
_0985_,274.45
_0475_,274.26
_0214_,274.16
net303,273.4
_0088_,273.08
net43,272.68
_0988_,272.08
_0956_,271.4
net194,270.66
net78,270.375
_0645_,269.88
SSD.count\[3\],269.36
net196,268.46
net65,268.1
net53,267.98
_0584_,267.72
_0087_,267.38
net115,265.61
net181,265.26
_0707_,265.1
net83,263.08
_0086_,262.54
net68,261.86
_0163_,259.84
_0049_,259.42
_0167_,257.36
_0080_,256.44
_0733_,256.04
net51,255.54
_0538_,254.74
_1149_,254.38
_0097_,254.16
_0835_,253.78
net75,253.4
_0265_,253.38
net144,252.18
_1039_,252.14
_0628_,251.98
_0221_,251.22
_1109_,251.02
_0935_,249.45
_1043_,248.86
net427,248.74
_0788_,248.15
_1013_,248.06
_0309_,247.35
net425,246.78
_0174_,242.84
net128,242.56
net485,241.48
net195,240.86
_0187_,239.08
_0908_,238.5
_0266_,236.38
_0063_,233.46
_0257_,232.97
_1102_,232.72
_0206_,231.82
_1224_,231.16
_1141_,230.72
_0315_,230.68
_0373_,228.8
_1245_,227.81
_0144_,225.88
_0593_,225.88
_0318_,224.36
_0338_,224.2
net127,223.28
_1204_,223.22
_1009_,222.5
_0082_,222.38
_1241_,220.94
_0114_,220.795
_0504_,219.74
_1223_,219.32
net24,218.56
_0534_,218.02
net104,217.355
net130,215.38
net267,215.06
net66,214.88
_0995_,213.9
net332,213.76
net422,212.76
net161,212.52
_0709_,212.38
_1273_,211.44
net270,211.22
_0664_,210.24
_0233_,210.1
_0626_,209.58
_0775_,208.36
_0476_,206.92
net424,206.77
_0141_,205.4
_0567_,205
RF.registers\[25\]\[9\],204.24
net135,203.84
_0287_,202.04
_0025_,201.72
_0669_,201.49
net331,199.86
_1026_,198.48
_0247_,198.14
_0190_,197.16
_0962_,197.06
_0845_,196.52
_0704_,196.5
_0757_,196.44
_1086_,196.32
net67,195.94
_0921_,195.24
_1147_,195.15
_0393_,195.1
_0511_,194.56
_0998_,193.38
net50,193.26
_0873_,190.42
net330,189.9
_1220_,189.5
_1120_,189.3
net28,188.9
_0288_,188.08
_0886_,187.7
_0540_,187.1
_0572_,186.84
_1078_,186.68
_1045_,186.66
_0092_,186.38
_1005_,185.65
_0866_,184.94
_1096_,183.34
_0522_,178.44
net117,178.14
_0544_,177.16
_0946_,176.855
_0872_,176.38
_0682_,175.82
_0648_,174.835
_0306_,174.44
_0895_,174.35
net326,173.22
net327,171.18
_0844_,171
_0395_,168.16
_0463_,166.68
_0582_,166.66
_0717_,166.06
_0010_,165.82
_0802_,165.24
_0638_,164.8
net114,164.78
_0142_,163.22
_0764_,163.22
_0503_,162.88
_0185_,159.36
_0918_,158.12
net126,158.04
_0090_,156.68
_0203_,156.14
net423,156.135
_1068_,154.88
_0912_,152.98
_0994_,151.86
_0413_,151.7
_0195_,151.64
net334,149.84
_0259_,149.16
net346,148.32
_0644_,148.14
net213,146.58
_1082_,146.04
_0382_,145.98
_1175_,145.66
net44,144.74
net486,144.4
_1041_,141.85
RF.registers\[0\]\[20\],140.96
_0423_,140.6
_0556_,139.46
_0559_,139
_0293_,138.5
_1127_,138.22
net333,137.98
_1212_,137.68
_1064_,137.46
_0599_,135.66
_0543_,135.32
_0939_,134.54
_0765_,134.52
_0771_,128.92
_0077_,128.46
_1234_,128.3
_0155_,127.86
_1001_,125.72
_0089_,124.44
_0007_,122.84
_1083_,122.62
_0784_,121.34
_0017_,120.9
_0530_,120.88
_1069_,120.14
_0401_,119.42
_0429_,118.24
_0420_,116.66
_1088_,115.46
net329,114.18
_0952_,112.52
net11,111.56
_0751_,111
_0787_,109.385
_0928_,108.72
_0051_,108.18
_1042_,106.68
_0311_,106.42
net375,106.12
net129,104.28
_0680_,104.22
_0681_,104.18
_1153_,103.5
_0827_,101.14
_1063_,100.62
_0263_,98.98
_1254_,98.8
_0313_,98.72
_0726_,97.63
_0469_,97.36
_0333_,96.84
_0096_,96.02
_0975_,92.93
_0888_,92.56
_1104_,91.22
_0860_,90.88
_0701_,89.29
_1248_,85.44
_0909_,85.02
_0439_,84.06
_0776_,82.2
_0838_,81.48
_0282_,79.28
_0460_,76.7
_0355_,76.32
_0944_,75.34
clknet_leaf_34_clk,75.26
_0178_,71.82
_0706_,71.64
_0766_,70.5
_0774_,70.4
_0971_,67.66
_1179_,65.6
_0267_,64.4
_1051_,63.56
_0806_,62.66
clknet_leaf_137_clk,60.62
_0993_,55.56
_1253_,53.52
clknet_leaf_139_clk,49.42
_0551_,46.62
_0829_,44.94
clknet_leaf_19_clk,44.8
clknet_leaf_12_clk,44.185
clknet_leaf_151_clk,43.12
clknet_leaf_29_clk,43
clknet_leaf_106_clk,42.8
clknet_leaf_142_clk,42.72
clknet_leaf_28_clk,42.68
clknet_leaf_6_clk,42.46
clknet_leaf_150_clk,42.04
_0427_,41.28
_0876_,40.98
clknet_leaf_52_clk,40.12
clknet_leaf_41_clk,40.06
clknet_leaf_82_clk,38.24
clknet_leaf_109_clk,37.78
_0535_,37.76
clknet_leaf_66_clk,35.94
_1270_,35.56
clknet_leaf_128_clk,34.72
clknet_leaf_68_clk,33.46
clknet_leaf_55_clk,33.26
clknet_leaf_47_clk,33.04
_0679_,32.62
clknet_leaf_9_clk,32.58
clknet_leaf_45_clk,32.5
clknet_leaf_116_clk,31.8
clknet_leaf_10_clk,31.54
clknet_leaf_99_clk,29.7
clknet_leaf_112_clk,29.64
clknet_leaf_24_clk,29.32
clknet_leaf_83_clk,28.4
clknet_leaf_130_clk,27.14
_0507_,26.62
clknet_leaf_105_clk,25.56
clknet_leaf_141_clk,25.18
clknet_leaf_100_clk,25.06
clknet_leaf_40_clk,24.84
net328,23.92
clknet_leaf_50_clk,23.72
clknet_leaf_127_clk,23.3
clknet_leaf_125_clk,22.88
clknet_leaf_72_clk,22.42
clknet_leaf_35_clk,21.8
clknet_leaf_90_clk,21.42
clknet_leaf_46_clk,20.46
clknet_leaf_103_clk,19.74
clknet_leaf_87_clk,19.32
clknet_leaf_79_clk,19.16
clknet_leaf_117_clk,18.86
_0277_,16.08
_1251_,15.08
_0711_,14.76
clknet_leaf_22_clk,13.26
clknet_leaf_149_clk,12.26
clknet_leaf_76_clk,11.88
_0337_,8.82
_0308_,8.74
_0034_,8.06
_0450_,8.04
seg_out[1],7.57
_0919_,7.34
_0656_,7.12
clknet_leaf_89_clk,6.94
an[1],6.21
an[3],6.21
result[11],6.21
result[13],6.21
result[15],6.21
result[17],6.21
result[19],6.21
result[1],6.21
result[21],6.21
result[23],6.21
result[25],6.21
result[27],6.21
result[28],6.21
result[29],6.21
result[31],6.21
result[3],6.21
result[5],6.21
result[7],6.21
result[8],6.21
result[9],6.21
seg_out[3],6.21
seg_out[5],6.21
reset,5.97
SSD.count\[10\],5.36
_0220_,5.26
an[0],4.85
an[2],4.85
result[0],4.85
result[10],4.85
result[12],4.85
result[14],4.85
result[16],4.85
result[18],4.85
result[20],4.85
result[22],4.85
result[24],4.85
result[26],4.85
result[2],4.85
result[30],4.85
result[4],4.85
result[6],4.85
seg_out[0],4.85
seg_out[2],4.85
seg_out[4],4.85
seg_out[6],4.85
_0591_,4.82
control,4.61
_0302_,3.9
_0732_,3.9
_0607_,3.3
RF.registers\[25\]\[3\],3.18
_0402_,2.64
_0794_,2.5
_0966_,2.16
RF.registers\[25\]\[8\],1.14
_0555_,0.46
_0692_,0.46
